ncppb_number	identifier_raw	identifier_normalized	identifier_type	clause_type	clause_order	source_start	source_end	normalization_status	validation_status	identifier_strength	risk_level	search_eligible	review_reason	collision_strain_count	collision_strains
NCPPB 1068	B689A	B689A	isolate_code	isolated_by	2	94	99	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1068
NCPPB 1117	B828	B828	donor_reference	donor_reference	1	23	27	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1117
NCPPB 1117	ex G. Rangaswami	EXGRANGASWAMI	source_reference_raw	isolated_by	2	57	73	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1117
NCPPB 1124	A.C. Hayward B724A	ACHAYWARDB724A	source_reference_raw	isolated_by	1	29	47	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1124
NCPPB 1124	B724A	B724A	isolate_code	isolated_by	1	42	47	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1124
NCPPB 1128	A.C. Hayward B791	ACHAYWARDB791	source_reference_raw	isolated_by	1	29	46	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1128
NCPPB 1128	B791	B791	isolate_code	isolated_by	1	42	46	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1128
NCPPB 1129	A.C. Hayward B784	ACHAYWARDB784	source_reference_raw	isolated_by	1	29	46	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1129
NCPPB 1129	B784	B784	isolate_code	isolated_by	1	42	46	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1129
NCPPB 1131	A.C. Hayward B720	ACHAYWARDB720	source_reference_raw	isolated_by	1	29	46	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1131
NCPPB 1131	B720	B720	isolate_code	isolated_by	1	42	46	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1131
NCPPB 1132	A.C. Hayward B719	ACHAYWARDB719	source_reference_raw	isolated_by	1	29	46	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1132
NCPPB 1132	B719	B719	isolate_code	isolated_by	1	42	46	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1132
NCPPB 1135	A.C. Hayward B740B	ACHAYWARDB740B	source_reference_raw	isolated_by	1	29	47	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1135
NCPPB 1135	B740B	B740B	isolate_code	isolated_by	1	42	47	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1135
NCPPB 1136	A.C. Hayward B809A	ACHAYWARDB809A	source_reference_raw	isolated_by	1	29	47	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1136
NCPPB 1136	B809A	B809A	isolate_code	isolated_by	1	42	47	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1136
NCPPB 1138	A.C. Hayward B727	ACHAYWARDB727	source_reference_raw	isolated_by	1	29	46	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1138
NCPPB 1138	B727	B727	isolate_code	isolated_by	1	42	46	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1138
NCPPB 1141	ICPB XP202	ICPBXP202	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1141
NCPPB 1141	A.C. Hayward B745	ACHAYWARDB745	source_reference_raw	isolated_by	2	81	98	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1141
NCPPB 1141	B745	B745	isolate_code	isolated_by	2	94	98	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1141
NCPPB 1143	L.A.E. Baker X3	LAEBAKERX3	source_reference_raw	isolated_by	1	29	44	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1143
NCPPB 1143	X3	X3	isolate_code	isolated_by	1	42	44	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1143
NCPPB 1144	L.A.E. Baker X9	LAEBAKERX9	source_reference_raw	isolated_by	1	29	44	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1144
NCPPB 1144	X9	X9	isolate_code	isolated_by	1	42	44	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1144
NCPPB 1145	L.A.E. Baker X10	LAEBAKERX10	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1145
NCPPB 1145	X10	X10	isolate_code	isolated_by	1	42	45	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1145
NCPPB 1146	L.A.E. Baker XII	LAEBAKERXII	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1146
NCPPB 1147	L.A.E. Baker X13	LAEBAKERX13	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1147
NCPPB 1147	X13	X13	isolate_code	isolated_by	1	42	45	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1147
NCPPB 1148	XGl	XGL	donor_reference	donor_reference	1	23	26	comparison_only_no_source_edit	review_required	weak	high	no	digit_free_donor_reference_requires_review_before_search	1	NCPPB 1148
NCPPB 1148	ICMP 82	ICMP82	collection_number	collection_list	2	68	75	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1148
NCPPB 1148	LMG 9049	LMG9049	collection_number	collection_list	2	77	85	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1148
NCPPB 1148	ex D.P. Bhide	EXDPBHIDE	source_reference_raw	isolated_by	3	115	128	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1148
NCPPB 1149	XHl	XHL	donor_reference	donor_reference	1	23	26	comparison_only_no_source_edit	review_required	weak	high	no	digit_free_donor_reference_requires_review_before_search	1	NCPPB 1149
NCPPB 1149	ICMP 90	ICMP90	collection_number	collection_list	2	68	75	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1149
NCPPB 1149	LMG 939	LMG939	collection_number	collection_list	2	77	84	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1149
NCPPB 1149	ex D.P. Bhide	EXDPBHIDE	source_reference_raw	source_of_isolate	3	116	129	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1149
NCPPB 1150	Ykl	YKL	donor_reference	donor_reference	1	23	26	comparison_only_no_source_edit	review_required	weak	high	no	digit_free_donor_reference_requires_review_before_search	1	NCPPB 1150
NCPPB 1150	ex Orillo	EXORILLO	source_reference_raw	source_of_isolate	2	58	67	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1150
NCPPB 1151	YK2	YK2	donor_reference	donor_reference	1	23	26	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1151
NCPPB 1151	ex Orillo	EXORILLO	source_reference_raw	source_of_isolate	2	58	67	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1151
NCPPB 1152	YK3	YK3	donor_reference	donor_reference	1	23	26	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1152
NCPPB 1152	ex N. Okabe	EXNOKABE	source_reference_raw	source_of_isolate	2	58	69	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1152
NCPPB 1153	YK4	YK4	donor_reference	donor_reference	1	23	26	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1153
NCPPB 1153	ex H. Muko	EXHMUKO	source_reference_raw	source_of_isolate	2	58	68	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1153
NCPPB 1155	ICPB XL104	ICPBXL104	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1155
NCPPB 1155	ICMP 84	ICMP84	collection_number	collection_list	1	53	60	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1155
NCPPB 1155	CFBP 7258	CFBP7258	collection_number	collection_list	1	62	71	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1155
NCPPB 1155	LMG 1158	LMG1158	collection_number	collection_list	1	73	81	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1155
NCPPB 1155	D.W. Dye Pukatea 3	DWDYEPUKATEA3	source_reference_raw	isolated_by	2	111	129	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1155
NCPPB 1158	LMG 7458	LMG7458	collection_number	collection_list	1	41	49	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1158
NCPPB 1158	D.C. Graham	DCGRAHAM	source_reference_raw	isolated_by	2	79	90	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1158
NCPPB 1159	ATCC 23380	ATCC23380	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1159
NCPPB 1159	LMG 5274	LMG5274	collection_number	collection_list	1	53	61	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1159
NCPPB 1159	ICMP 6934	ICMP6934	collection_number	collection_list	1	63	72	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1159
NCPPB 1159	ex W.H. Burkholder SMl	EXWHBURKHOLDERSML	source_reference_raw	isolated_by	2	102	124	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1159
NCPPB 1160	ex O.A. Drummon & O. Hipolite	EXOADRUMMONOHIPOLITE	source_reference_raw	isolated_by	1	29	58	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1160
NCPPB 1161	ex G. Orian M3	EXGORIANM3	source_reference_raw	isolated_by	1	29	43	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1161
NCPPB 1161	M3	M3	isolate_code	isolated_by	1	41	43	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1161
NCPPB 1235	A.C. Hayward B922	ACHAYWARDB922	source_reference_raw	isolated_by	1	29	46	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1235
NCPPB 1235	B922	B922	isolate_code	isolated_by	1	42	46	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1235
NCPPB 1241	ICPB XH112	ICPBXH112	collection_number	collection_list	1	41	51	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1241
NCPPB 1241	A.C. Hayward B996	ACHAYWARDB996	source_reference_raw	isolated_by	2	81	98	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1241
NCPPB 1241	B996	B996	isolate_code	isolated_by	2	94	98	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1241
NCPPB 1244	A.C. Hayward B1021	ACHAYWARDB1021	source_reference_raw	isolated_by	1	29	47	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1244
NCPPB 1244	B1021	B1021	isolate_code	isolated_by	1	42	47	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1244
NCPPB 1324	A.C. Hayward B1167	ACHAYWARDB1167	source_reference_raw	isolated_by	1	29	47	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1324
NCPPB 1324	B1167	B1167	isolate_code	isolated_by	1	42	47	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1324
NCPPB 1325	B1160	B1160	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1325
NCPPB 1325	ICMP 18270	ICMP18270	collection_number	collection_list	2	70	80	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1325
NCPPB 1325	ex C.L.A. Leakey	EXCLALEAKEY	source_reference_raw	isolated_by	3	110	126	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1325
NCPPB 1326	LMG 8717	LMG8717	collection_number	collection_list	1	41	49	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1326
NCPPB 1326	A.C. Hayward B1116	ACHAYWARDB1116	source_reference_raw	isolated_by	2	79	97	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1326
NCPPB 1326	B1116	B1116	isolate_code	isolated_by	2	92	97	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1326
NCPPB 1332	A.C. Hayward B1198	ACHAYWARDB1198	source_reference_raw	isolated_by	1	29	47	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1332
NCPPB 1332	B1198	B1198	isolate_code	isolated_by	1	42	47	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1332
NCPPB 1334	ICMP 5736	ICMP5736	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1334
NCPPB 1334	LMG 744	LMG744	collection_number	collection_list	1	52	59	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1334
NCPPB 1334	ex A.C. Padhya	EXACPADHYA	source_reference_raw	isolated_by	2	89	103	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1334
NCPPB 1336	ICMP 5717	ICMP5717	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1336
NCPPB 1336	LMG 470	LMG470	collection_number	collection_list	1	52	59	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1336
NCPPB 1336	A.C. Padhya	ACPADHYA	source_reference_raw	isolated_by	2	89	100	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1336
NCPPB 1337	ICMP 5742	ICMP5742	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1337
NCPPB 1337	LMG 786	LMG786	collection_number	collection_list	1	52	59	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1337
NCPPB 1337	ex A.C. Padhya	EXACPADHYA	source_reference_raw	isolated_by	2	89	103	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1337
NCPPB 1381	LMG 8718	LMG8718	collection_number	collection_list	1	41	49	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1381
NCPPB 1381	A.C. Hayward B1350	ACHAYWARDB1350	source_reference_raw	isolated_by	2	79	97	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1381
NCPPB 1381	B1350	B1350	isolate_code	isolated_by	2	92	97	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1381
NCPPB 1393	B1432	B1432	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1393
NCPPB 1393	ex ITCC SF62	EXITCCSF62	source_reference_raw	source_of_isolate	2	60	72	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1393
NCPPB 1393	ITCC SF62	ITCCSF62	collection_number	source_of_isolate	2	63	72	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1393
NCPPB 1394	B1446	B1446	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1394
NCPPB 1394	ex N. Shanmuganathan	EXNSHANMUGANATHAN	source_reference_raw	isolated_by	2	58	78	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1394
NCPPB 1395	B1444	B1444	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1395
NCPPB 1395	ex N. Shanmuganathan	EXNSHANMUGANATHAN	source_reference_raw	isolated_by	2	58	78	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1395
NCPPB 1396	B1443	B1443	donor_reference	donor_reference	1	23	28	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1396
NCPPB 1396	ex N. Shanmuganathan	EXNSHANMUGANATHAN	source_reference_raw	isolated_by	2	58	78	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1396
NCPPB 1402	LMG 7459	LMG7459	collection_number	collection_list	1	41	49	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1402
NCPPB 1402	A.C. Hayward B1374	ACHAYWARDB1374	source_reference_raw	isolated_by	2	79	97	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1402
NCPPB 1402	B1374	B1374	isolate_code	isolated_by	2	92	97	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1402
NCPPB 1420	Z. Klement E1388	ZKLEMENTE1388	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1420
NCPPB 1420	E1388	E1388	isolate_code	isolated_by	1	40	45	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1420
NCPPB 1421	Z. Klement S. 20	ZKLEMENTS20	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1421
NCPPB 1421	S 20	S20	isolate_code	isolated_by	1	0	4	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1421
NCPPB 1422	ICMP 5723	ICMP5723	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1422
NCPPB 1422	LMG 8646	LMG8646	collection_number	collection_list	1	52	60	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1422
NCPPB 1422	ex Z. Klement N.066	EXZKLEMENTN066	source_reference_raw	isolated_by	2	90	109	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1422
NCPPB 1422	N.066	N066	isolate_code	isolated_by	2	104	109	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1422
NCPPB 1423	ICMP 114	ICMP114	collection_number	collection_list	1	41	49	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1423
NCPPB 1423	LMG 923	LMG923	collection_number	collection_list	1	51	58	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1423
NCPPB 1423	Z. Klement S. 07	ZKLEMENTS07	source_reference_raw	isolated_by	2	88	104	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1423
NCPPB 1423	S 07	S07	isolate_code	isolated_by	2	59	63	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1423
NCPPB 1426	ICMP 173	ICMP173	collection_number	collection_list	1	41	49	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1426
NCPPB 1426	LMG 924	LMG924	collection_number	collection_list	1	51	58	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1426
NCPPB 1426	Z. Klement S. 10	ZKLEMENTS10	source_reference_raw	isolated_by	2	88	104	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1426
NCPPB 1426	S 10	S10	isolate_code	isolated_by	2	59	63	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1426
NCPPB 1431	ICMP 112	ICMP112	collection_number	collection_list	1	41	49	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1431
NCPPB 1431	LMG 925	LMG925	collection_number	collection_list	1	51	58	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1431
NCPPB 1431	Z. Klement S. 04	ZKLEMENTS04	source_reference_raw	isolated_by	2	88	104	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1431
NCPPB 1431	S 04	S04	isolate_code	isolated_by	2	59	63	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1431
NCPPB 1433	LMG 8016	LMG8016	collection_number	collection_list	1	41	49	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1433
NCPPB 1433	Z. Klement E1309	ZKLEMENTE1309	source_reference_raw	isolated_by	2	79	95	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1433
NCPPB 1433	E1309	E1309	isolate_code	isolated_by	2	90	95	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1433
NCPPB 1438	ICMP 172	ICMP172	collection_number	collection_list	1	41	49	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1438
NCPPB 1438	LMG 926	LMG926	collection_number	collection_list	1	51	58	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1438
NCPPB 1438	CFBP 7955	CFBP7955	collection_number	collection_list	1	60	69	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1438
NCPPB 1438	Z. Klement I. 608	ZKLEMENTI608	source_reference_raw	isolated_by	2	99	116	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1438
NCPPB 1438	I 608	I608	isolate_code	isolated_by	2	70	75	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1438
NCPPB 1439	Z. Klement E1299	ZKLEMENTE1299	source_reference_raw	isolated_by	1	29	45	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1439
NCPPB 1439	E1299	E1299	isolate_code	isolated_by	1	40	45	comparison_only_no_source_edit	auto_validated	medium	medium	yes		1	NCPPB 1439
NCPPB 1447	19	19	donor_reference	donor_reference	1	23	25	comparison_only_no_source_edit	review_required	weak	medium	no	identifier_too_weak_for_automatic_search	1	NCPPB 1447
NCPPB 1447	ex I. Lazar	EXILAZAR	source_reference_raw	isolated_by	2	55	66	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1447
NCPPB 1451	ICMP 5761	ICMP5761	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1451
NCPPB 1451	LMG 940	LMG940	collection_number	collection_list	1	52	59	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1451
NCPPB 1451	ex A.C. Padhya	EXACPADHYA	source_reference_raw	isolated_by	2	89	103	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1451
NCPPB 1452	ICMP 5852	ICMP5852	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	review_required	strong	high	no	identifier_collision	2	NCPPB 1452; NCPPB 2977
NCPPB 1452	LMG 872	LMG872	collection_number	collection_list	1	52	59	comparison_only_no_source_edit	review_required	strong	high	no	identifier_collision	2	NCPPB 1452; NCPPB 2977
NCPPB 1452	ATCC 23577	ATCC23577	collection_number	collection_list	1	61	71	comparison_only_no_source_edit	review_required	strong	high	no	identifier_collision	2	NCPPB 1452; NCPPB 2977
NCPPB 1452	ex A.C. Padhya	EXACPADHYA	source_reference_raw	isolated_by	2	101	115	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1452
NCPPB 1453	ex M.C. Srinivasan	EXMCSRINIVASAN	source_reference_raw	isolated_by	1	29	47	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1453
NCPPB 1454	ICMP 5753	ICMP5753	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1454
NCPPB 1454	LMG 873	LMG873	collection_number	collection_list	1	52	59	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1454
NCPPB 1454	ex M.C. Srinivasan	EXMCSRINIVASAN	source_reference_raw	isolated_by	2	89	107	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1454
NCPPB 1455	ICMP 5737	ICMP5737	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1455
NCPPB 1455	LMG 754	LMG754	collection_number	collection_list	1	52	59	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1455
NCPPB 1455	ex M.C. Srinivasan	EXMCSRINIVASAN	source_reference_raw	isolated_by	2	89	107	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1455
NCPPB 1457	ex M.C. Srinivasan	EXMCSRINIVASAN	source_reference_raw	isolated_by	1	29	47	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1457
NCPPB 1469	ICMP 5715	ICMP5715	collection_number	collection_list	1	41	50	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1469
NCPPB 1469	ATTCC 33239	ATTCC33239	collection_number	collection_list	1	52	63	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1469
NCPPB 1469	VKM B-2165	VKMB2165	collection_number	collection_list	1	65	75	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1469
NCPPB 1469	DSMZ 3587	DSMZ3587	collection_number	collection_list	1	77	86	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1469
NCPPB 1469	LMG 708	LMG708	collection_number	collection_list	1	88	95	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1469
NCPPB 1469	CFBP 2157	CFBP2157	collection_number	collection_list	1	97	106	comparison_only_no_source_edit	auto_validated	strong	low	yes		1	NCPPB 1469
NCPPB 1469	B.W. Kennedy	BWKENNEDY	source_reference_raw	isolated_by	2	136	148	comparison_only_no_source_edit	review_required	not_searchable	low	no	preserved_source_text_not_a_search_identifier	1	NCPPB 1469
