comparison	ncppb_number	record_status	field	change_class	old_value	new_value
v1_v3	NCPPB 2696	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v2_v3	NCPPB 2697	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v1_v3	NCPPB 2697	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v2_v3	NCPPB 2698	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v1_v3	NCPPB 2698	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v2_v3	NCPPB 2699	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. arrhenatheri Egli & Schmidt 1982	Xanthomonas campestris pv. arrhenatheri Egli & Schmidt 1982; Xanthomonas translucens pv. arrhenatheri (Egli & Schmidt 1982) Vauterin et al. 1995
v1_v3	NCPPB 2699	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. arrhenatheri Egli & Schmidt 1982	Xanthomonas campestris pv. arrhenatheri Egli & Schmidt 1982; Xanthomonas translucens pv. arrhenatheri (Egli & Schmidt 1982) Vauterin et al. 1995
v2_v3	NCPPB 2700	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v1_v3	NCPPB 2700	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v2_v3	NCPPB 2701	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v1_v3	NCPPB 2701	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978; Xanthomonas translucens pv. graminis (Egli et al. 1975) Vauterin et al. 1995
v2_v3	NCPPB 2817	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v1_v3	NCPPB 2817	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v2_v3	NCPPB 2819	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v1_v3	NCPPB 2819	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v1_v2	NCPPB 2821	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . undulosa Smith et al. 1919	Xanthomonas translucens f.sp. undulosa Smith et al. 1919
v1_v3	NCPPB 2821	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . undulosa Smith et al. 1919	Xanthomonas translucens f.sp. undulosa Smith et al. 1919
v1_v2	NCPPB 2822	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . secalis Reddy et al. 1924	Xanthomonas translucens f.sp. secalis Reddy et al. 1924
v1_v3	NCPPB 2822	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . secalis Reddy et al. 1924	Xanthomonas translucens f.sp. secalis Reddy et al. 1924
v1_v2	NCPPB 2825	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . undulosa Smith et al. 1919	Xanthomonas translucens f.sp. undulosa Smith et al. 1919
v1_v3	NCPPB 2825	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . undulosa Smith et al. 1919	Xanthomonas translucens f.sp. undulosa Smith et al. 1919
v1_v2	NCPPB 2826	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . undulosa Smith et al. 1919	Xanthomonas translucens f.sp. undulosa Smith et al. 1919
v1_v3	NCPPB 2826	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . undulosa Smith et al. 1919	Xanthomonas translucens f.sp. undulosa Smith et al. 1919
v2_v3	NCPPB 2827	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v1_v3	NCPPB 2827	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v1_v2	NCPPB 2828	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . undulosa Smith et al	Xanthomonas translucens f.sp. undulosa Smith et al
v1_v3	NCPPB 2828	changed	name_as_received	formatting_only	Xanthomonas translucens f.sp . undulosa Smith et al	Xanthomonas translucens f.sp. undulosa Smith et al
v2_v3	NCPPB 2831	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v1_v3	NCPPB 2831	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978; Xanthomonas translucens pv. cerealis (Hagborg 1942) Vauterin et al.1995
v2_v3	NCPPB 2832	changed	alternative_names	value_added		Xanthomonas campestris pv. aracearum (Berniac 1974) Dye 1978
v1_v3	NCPPB 2832	changed	alternative_names	value_added		Xanthomonas campestris pv. aracearum (Berniac 1974) Dye 1978
v2_v3	NCPPB 2834	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v1_v3	NCPPB 2834	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v2_v3	NCPPB 2835	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v1_v3	NCPPB 2835	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v2_v3	NCPPB 2836	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v1_v3	NCPPB 2836	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v2_v3	NCPPB 2837	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v1_v3	NCPPB 2837	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v2_v3	NCPPB 2838	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v1_v3	NCPPB 2838	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v2_v3	NCPPB 2839	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v1_v3	NCPPB 2839	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v2_v3	NCPPB 2840	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v1_v3	NCPPB 2840	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v2_v3	NCPPB 2856	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 2856	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 2859	changed	alternative_names	value_changed	Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978	Stenotrophomonas sp.
v1_v3	NCPPB 2859	changed	alternative_names	value_changed	Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978	Stenotrophomonas sp.
v2_v3	NCPPB 2864	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas arboricola Vauterin et al. 1995
v2_v3	NCPPB 2864	changed	name_as_received	value_added		Xanthomonas sp. Dowson 1939
v2_v3	NCPPB 2864	changed	alternative_names	value_cleared	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	
v1_v3	NCPPB 2864	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas arboricola Vauterin et al. 1995
v1_v3	NCPPB 2864	changed	name_as_received	value_added		Xanthomonas sp. Dowson 1939
v1_v3	NCPPB 2864	changed	alternative_names	value_cleared	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	
v2_v3	NCPPB 2865	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas arboricola Vauterin et al. 1995
v2_v3	NCPPB 2865	changed	name_as_received	value_added		Xanthomonas sp. Dowson 1939
v2_v3	NCPPB 2865	changed	alternative_names	value_cleared	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	
v1_v3	NCPPB 2865	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas arboricola Vauterin et al. 1995
v1_v3	NCPPB 2865	changed	name_as_received	value_added		Xanthomonas sp. Dowson 1939
v1_v3	NCPPB 2865	changed	alternative_names	value_cleared	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	
v2_v3	NCPPB 2866	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas arboricola Vauterin et al. 1995
v2_v3	NCPPB 2866	changed	name_as_received	value_added		Xanthomonas sp. Dowson 1939
v2_v3	NCPPB 2866	changed	alternative_names	value_cleared	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	
v1_v3	NCPPB 2866	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas arboricola Vauterin et al. 1995
v1_v3	NCPPB 2866	changed	name_as_received	value_added		Xanthomonas sp. Dowson 1939
v1_v3	NCPPB 2866	changed	alternative_names	value_cleared	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	
v1_v3	NCPPB 2866	changed	notes	formatting_only	Partial gene sequencing of gyrB (Parkinson et al. 2009) places this strain in Xanthomonas arboricola. Pathovar unspecified. Not pathogenic on Chrysanthemum morifolium (NCPPB). Close to X.arboricola pv. pruni and pv.corylina	Partial gene sequencing of gyrB (Parkinson et al. 2009) places this strain in Xanthomonas arboricola. Pathovar unspecified. Not pathogenic on Chrysanthemum morifolium (NCPPB). Close to X.arboricola pv. pruni and pv. corylina
v2_v3	NCPPB 2877	changed	current_name	value_changed	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas cannabis (ex Severin 1978) McKnight et al. 2026
v2_v3	NCPPB 2877	changed	alternative_names	value_added		Xanthomonas campestris pv. cannabis Severin 1978, Xanthomonas cannabis (ex Severin 1978) Jacobs et al. 2015
v1_v3	NCPPB 2877	changed	current_name	value_changed	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas cannabis (ex Severin 1978) McKnight et al. 2026
v1_v3	NCPPB 2877	changed	alternative_names	value_added		Xanthomonas campestris pv. cannabis Severin 1978, Xanthomonas cannabis (ex Severin 1978) Jacobs et al. 2015
v1_v3	NCPPB 2877	changed	type_strain_of_species	value_changed	No	Yes
v1_v3	NCPPB 2877	changed	pathotype_strain	value_changed	Yes	No
v1_v3	NCPPB 2877	changed	notes	value_changed	"The proposed type strain for ""Xanthomonas cannabis"" Jacobs et al. 2015"	Proposed type strain of 'Xanthomonas cannabis' McKnight et al. 2025
v2_v3	NCPPB 2885	changed	alternative_names	value_added		Xanthomonas campestris pv. mangiferaeindicae (Patel et al. 1948) Robbs, Ribeiro & Kimura 1974, Xanthomonas axonopodis pv. mangiferaeindicae (Patel et al. 1948) Ah-You et al. 2007
v1_v3	NCPPB 2885	changed	alternative_names	value_added		Xanthomonas campestris pv. mangiferaeindicae (Patel et al. 1948) Robbs, Ribeiro & Kimura 1974, Xanthomonas axonopodis pv. mangiferaeindicae (Patel et al. 1948) Ah-You et al. 2007
v2_v3	NCPPB 2894	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. alfalfae (Riker et al. 1935) Dye 1978	Xanthomonas campestris pv. alfalfae (Riker et al. 1935) Dye 1978, Xanthomonas axonopodis pv. alfalfae (Riker et al. 1935) Vauterin et al. 1995, Xanthomonas alfalfae subsp. alfalfae (ex Riker et al. 1935) Schaad et al. 2007
v1_v3	NCPPB 2894	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. alfalfae (Riker et al. 1935) Dye 1978	Xanthomonas campestris pv. alfalfae (Riker et al. 1935) Dye 1978, Xanthomonas axonopodis pv. alfalfae (Riker et al. 1935) Vauterin et al. 1995, Xanthomonas alfalfae subsp. alfalfae (ex Riker et al. 1935) Schaad et al. 2007
v2_v3	NCPPB 2910	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v3	NCPPB 2910	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v2	NCPPB 2914	changed	name_as_received	formatting_only	Xanthomonas phaseoli f.sp .rhynchosiae Sabet et al. 1969	Xanthomonas phaseoli f.sp.rhynchosiae Sabet et al. 1969
v2_v3	NCPPB 2914	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978	Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978, Xanthomonas axonopodis pv. rhynchosiae (Sabet et al. 1969) Vauterin et al.1995
v1_v3	NCPPB 2914	changed	name_as_received	formatting_only	Xanthomonas phaseoli f.sp .rhynchosiae Sabet et al. 1969	Xanthomonas phaseoli f.sp.rhynchosiae Sabet et al. 1969
v1_v3	NCPPB 2914	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978	Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978, Xanthomonas axonopodis pv. rhynchosiae (Sabet et al. 1969) Vauterin et al.1995
v2_v3	NCPPB 2918	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 2918	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 2918	changed	notes	formatting_only	Pathovar unspecified.Fatty acid profile typical of xanthomonas.No good match	Pathovar unspecified. Fatty acid profile typical of xanthomonas. No good match.
v2_v3	NCPPB 2919	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v3	NCPPB 2919	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v2_v3	NCPPB 2925	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 2925	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 2925	changed	notes	value_changed	Pathovar unspecified.Fatty acid profile not typical of xanthomonas.No match. Probably not a Xanthomonad. Re: Phylogenetic structure of Xanthomonas determined by comparison of gyrB sequences. Int.J.of Syst. and evol. Microbiology (2009),59,264-274. Probably a Sphingomonas.	Pathovar unspecified. Fatty acid profile not typical of xanthomonas. No match. Probably not a Xanthomonad. Re: Phylogenetic structure of Xanthomonas determined by comparison of gyrB sequences. Int.J.of Syst. and evol. Microbiology (2009),59,264-274. Possibly a Sphingomonas.
v2_v3	NCPPB 2931	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978, Xanthomonas axonopodis pv. glycines (Nakano 1919) Vauterin et al. 1995
v1_v3	NCPPB 2931	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978, Xanthomonas axonopodis pv. glycines (Nakano 1919) Vauterin et al. 1995
v2_v3	NCPPB 2932	changed	alternative_names	value_added		Xanthomonas campestris pv. daturae (Jain, Dange & Siradhana 1975) Bradbury 1986
v1_v3	NCPPB 2932	changed	alternative_names	value_added		Xanthomonas campestris pv. daturae (Jain, Dange & Siradhana 1975) Bradbury 1986
v2_v3	NCPPB 2933	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas hortorum Vauterin et al. 1995
v2_v3	NCPPB 2933	changed	name_as_received	value_added		Xanthomonas sp. Dowson 1939
v2_v3	NCPPB 2933	changed	alternative_names	value_cleared	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	
v2_v3	NCPPB 2933	changed	country	v3_value_expanded	UK	UK (Isle of Man)
v1_v3	NCPPB 2933	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas hortorum Vauterin et al. 1995
v1_v3	NCPPB 2933	changed	name_as_received	value_added		Xanthomonas sp. Dowson 1939
v1_v3	NCPPB 2933	changed	alternative_names	value_cleared	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	
v1_v3	NCPPB 2933	changed	country	v3_value_expanded	UK	UK (Isle of Man)
v2_v3	NCPPB 2934	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 2934	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 2934	changed	notes	formatting_only	Pathovar unspecified.Fatty acid profile typical of xanthomonas.Close to X. translucens	Pathovar unspecified. Fatty acid profile typical of xanthomonas. Close to X. translucens.
v2_v3	NCPPB 2935	changed	alternative_names	value_added		Xanthomonas campestris pv. daturae (Jain, Dange & Siradhana 1975) Bradbury 1986
v1_v3	NCPPB 2935	changed	alternative_names	value_added		Xanthomonas campestris pv. daturae (Jain, Dange & Siradhana 1975) Bradbury 1986
v2_v3	NCPPB 2936	changed	alternative_names	value_added		Xanthomonas campestris pv. argemones (Srinivasan et al. 1961) Dye 1978
v1_v3	NCPPB 2936	changed	alternative_names	value_added		Xanthomonas campestris pv. argemones (Srinivasan et al. 1961) Dye 1978
v2_v3	NCPPB 2938	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978, Xanthomonas axonopodis pv. glycines (Nakano 1919) Vauterin et al. 1995
v1_v3	NCPPB 2938	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978, Xanthomonas axonopodis pv. glycines (Nakano 1919) Vauterin et al. 1995
v2_v3	NCPPB 2963	changed	current_name	value_changed	Xanthomonas populi subsp. populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990
v2_v3	NCPPB 2963	changed	alternative_names	probable_v3_truncation	Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978 Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978	Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978
v1_v3	NCPPB 2963	changed	current_name	value_changed	Xanthomonas populi subsp. populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990
v1_v3	NCPPB 2963	changed	alternative_names	probable_v3_truncation	Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978 Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978	Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978
v2_v3	NCPPB 2965	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v3	NCPPB 2965	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v2_v3	NCPPB 2967	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v1_v3	NCPPB 2967	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978, Xanthomonas axonopodis pv. manihotis (Bondar 1912) Vauterin et al. 1995
v2_v3	NCPPB 2968	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978, Xanthomonas axonopodis pv. vesicatoria Vauterin et al. 1995 (Invalid name), Xanthomonas euvesicatoria Jones et al. 2006
v1_v3	NCPPB 2968	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978, Xanthomonas axonopodis pv. vesicatoria Vauterin et al. 1995 (Invalid name), Xanthomonas euvesicatoria Jones et al. 2006
v1_v2	NCPPB 2973	changed	name_as_received	formatting_only	Xanthomonas phaseoli f.sp . cassiae	Xanthomonas phaseoli f.sp. cassiae
v1_v3	NCPPB 2973	changed	name_as_received	formatting_only	Xanthomonas phaseoli f.sp . cassiae	Xanthomonas phaseoli f.sp. cassiae
