comparison	ncppb_number	record_status	field	change_class	old_value	new_value
v1_v3	NCPPB 670	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995, Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978, Xanthomonas fuscans subsp. fuscans Schaad et al. 2007
v2_v3	NCPPB 702	changed	alternative_names	value_changed	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1894) Dye 1978, Xanthomonas axonopodis pv. vasculorum (Cobb 1894) Vauterin et al. 1995, Xanthomonas vasicola pv. vasculorum (Cobb 1894) Vauterin et al. 1995 (Invalid name)
v1_v3	NCPPB 702	changed	alternative_names	value_changed	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1894) Dye 1978, Xanthomonas axonopodis pv. vasculorum (Cobb 1894) Vauterin et al. 1995, Xanthomonas vasicola pv. vasculorum (Cobb 1894) Vauterin et al. 1995 (Invalid name)
v2_v3	NCPPB 761	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. physalidicola (Goto & Okabe 1958) Dye 1978	Xanthomonas campestris pv. physalidicola (Goto & Okabe 1958) Dye 1978, Xanthomonas axonopodis pv. physalidicola (Goto & Okabe 1958) Vauterin et al. 1995
v2_v3	NCPPB 761	changed	host	probable_v3_truncation	Physalis alkekengii L. (Bladder cherry / Chinese Lantern)	Physalis alkekengii L. (Bladder cherry / Chinese L
v1_v3	NCPPB 761	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. physalidicola (Goto & Okabe 1958) Dye 1978	Xanthomonas campestris pv. physalidicola (Goto & Okabe 1958) Dye 1978, Xanthomonas axonopodis pv. physalidicola (Goto & Okabe 1958) Vauterin et al. 1995
v1_v3	NCPPB 761	changed	host	probable_v3_truncation	Physalis alkekengii L. (Bladder cherry / Chinese Lantern)	Physalis alkekengii L. (Bladder cherry / Chinese L
v2_v3	NCPPB 793	changed	alternative_names	value_changed	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishiyama 1922) Dye 1978
v1_v3	NCPPB 793	changed	alternative_names	value_changed	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishiyama 1922) Dye 1978
v2_v3	NCPPB 795	changed	alternative_names	value_changed	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1894) Dye 1978, Xanthomonas axonopodis pv. vasculorum (Cobb 1894) Vauterin et al. 1995, Xanthomonas vasicola pv. vasculorum (Cobb 1894) Vauterin et al. 1995 (Invalid name)
v1_v3	NCPPB 795	changed	alternative_names	value_changed	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1894) Dye 1978, Xanthomonas axonopodis pv. vasculorum (Cobb 1894) Vauterin et al. 1995, Xanthomonas vasicola pv. vasculorum (Cobb 1894) Vauterin et al. 1995 (Invalid name)
v2_v3	NCPPB 881	changed	alternative_names	value_changed	Xanthomonas gardneri Not yet published	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978, Xanthomonas gardneri (ex uti? 1957) Jones et al. 2006
v1_v3	NCPPB 881	changed	alternative_names	value_changed	Xanthomonas gardneri Not yet published	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978, Xanthomonas gardneri (ex uti? 1957) Jones et al. 2006
v2_v3	NCPPB 885	changed	alternative_names	value_changed	Xanthomonas campestris pv. desmodiirotundifolii (Desai & Shah 1960) Dye 1978	Xanthomonas camp. pv. desmodiirotundifolii (Desai & Shah 1960) Dye 1978
v1_v3	NCPPB 885	changed	alternative_names	value_changed	Xanthomonas campestris pv. desmodiirotundifolii (Desai & Shah 1960) Dye 1978	Xanthomonas camp. pv. desmodiirotundifolii (Desai & Shah 1960) Dye 1978
v2_v3	NCPPB 888	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 888	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 889	changed	alternative_names	value_changed	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1894) Dye 1978, Xanthomonas axonopodis pv. vasculorum (Cobb 1894) Vauterin et al. 1995, Xanthomonas vasicola pv. vasculorum (Cobb 1894) Vauterin et al. 1995 (Invalid name)
v1_v3	NCPPB 889	changed	alternative_names	value_changed	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1894) Dye 1978, Xanthomonas axonopodis pv. vasculorum (Cobb 1894) Vauterin et al. 1995, Xanthomonas vasicola pv. vasculorum (Cobb 1894) Vauterin et al. 1995 (Invalid name)
v2_v3	NCPPB 891	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978 Xanthomonas thysanolaenae	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978
v1_v3	NCPPB 891	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978 Xanthomonas thysanolaenae	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978
v1_v2	NCPPB 892	changed	alternative_names	value_changed	Xanthomonas thysanolaenae Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978 Xanthomonas thysanolaenae
v2_v3	NCPPB 892	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978 Xanthomonas thysanolaenae	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978
v1_v3	NCPPB 892	changed	alternative_names	value_changed	Xanthomonas thysanolaenae Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978
v1_v2	NCPPB 893	changed	alternative_names	value_changed	Xanthomonas thysanolaenae Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978 Xanthomonas thysanolaenae
v2_v3	NCPPB 893	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978 Xanthomonas thysanolaenae	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978
v1_v3	NCPPB 893	changed	alternative_names	value_changed	Xanthomonas thysanolaenae Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978
v2_v3	NCPPB 895	changed	alternative_names	value_changed	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1894) Dye 1978, Xanthomonas axonopodis pv. vasculorum (Cobb 1894) Vauterin et al. 1995, Xanthomonas vasicola pv. vasculorum (Cobb 1894) Vauterin et al. 1995 (Invalid name)
v1_v3	NCPPB 895	changed	alternative_names	value_changed	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1894) Dye 1978, Xanthomonas axonopodis pv. vasculorum (Cobb 1894) Vauterin et al. 1995, Xanthomonas vasicola pv. vasculorum (Cobb 1894) Vauterin et al. 1995 (Invalid name)
v2_v3	NCPPB 899	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978 Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995 Type D	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978
v1_v3	NCPPB 899	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978 Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995 Type D	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978
v1_v2	NCPPB 900	changed	alternative_names	value_changed	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995 Type D Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978 Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995 Type D
v2_v3	NCPPB 900	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978 Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995 Type D	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978
v1_v3	NCPPB 900	changed	alternative_names	value_changed	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995 Type D Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978	Xanthomonas campestris pv. vasculorum (Cobb 1893) Dye 1978
v2_v3	NCPPB 902	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 902	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 916	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 916	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 917	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 917	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 936	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v1_v3	NCPPB 936	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v2_v3	NCPPB 941	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978, Xanthomonas axonopodis pv. vesicatoria Vauterin et al. 1995 (Invalid name), Xanthomonas euvesicatoria Jones et al. 2006
v1_v3	NCPPB 941	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978, Xanthomonas axonopodis pv. vesicatoria Vauterin et al. 1995 (Invalid name), Xanthomonas euvesicatoria Jones et al. 2006
v2_v3	NCPPB 969	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v1_v3	NCPPB 969	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v2_v3	NCPPB 970	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v1_v3	NCPPB 970	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas axonopodis pv. vitians (Brown 1918) Vauterin et al. 1995; Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978
v2_v3	NCPPB 971	changed	alternative_names	value_changed	Xanthomonas campestris pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978	Xanthomonas camp. pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978
v1_v3	NCPPB 971	changed	alternative_names	value_changed	Xanthomonas campestris pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978	Xanthomonas camp. pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978
v2_v3	NCPPB 972	changed	alternative_names	value_changed	Xanthomonas campestris pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978	Xanthomonas camp. pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978
v1_v3	NCPPB 972	changed	alternative_names	value_changed	Xanthomonas campestris pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978	Xanthomonas camp. pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978
v2_v3	NCPPB 975	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v1_v3	NCPPB 975	changed	alternative_names	value_added		Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978
v2_v3	NCPPB 985	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978, Xanthomonas axonopodis pv. dieffenbachiae (McCulloch & Pirone 1939) Vauterin et al. 1995
v1_v3	NCPPB 985	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978, Xanthomonas axonopodis pv. dieffenbachiae (McCulloch & Pirone 1939) Vauterin et al. 1995
v2_v3	NCPPB 986	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978, Xanthomonas axonopodis pv. dieffenbachiae (McCulloch & Pirone 1939) Vauterin et al. 1995
v1_v3	NCPPB 986	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978	Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978, Xanthomonas axonopodis pv. dieffenbachiae (McCulloch & Pirone 1939) Vauterin et al. 1995
v2_v3	NCPPB 1043	changed	country	value_changed	Papa New Guinea	Papua New Guinea
v1_v3	NCPPB 1043	changed	country	value_changed	Papa New Guinea	Papua New Guinea
v2_v3	NCPPB 1046	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 1046	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 1048	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v1_v3	NCPPB 1048	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978	Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978, Xanthomonas axonopodis pv. malvacearum (Smith 1901) Vauterin et al. 1995, Xanthomonas citri subsp. malvacearum (Smith 1901) Schaad et al. 2007
v1_v2	NCPPB 1056	changed	alternative_names	value_changed	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995 Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978 Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995
v2_v3	NCPPB 1056	changed	alternative_names	value_changed	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978 Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995, Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978, Xanthomonas fuscans subsp. fuscans Schaad et al. 2007
v1_v3	NCPPB 1056	changed	alternative_names	v3_value_expanded	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995 Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995, Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978, Xanthomonas fuscans subsp. fuscans Schaad et al. 2007
v2_v3	NCPPB 1058	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995, Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978, Xanthomonas fuscans subsp. fuscans Schaad et al. 2007
v1_v3	NCPPB 1058	changed	alternative_names	v3_contains_old_value	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995, Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978, Xanthomonas fuscans subsp. fuscans Schaad et al. 2007
v2_v3	NCPPB 1062	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas euvesicatoria Jones et al. 2006
v2_v3	NCPPB 1062	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 1062	changed	current_name	value_changed	Xanthomonas sp. Dowson 1939	Xanthomonas euvesicatoria Jones et al. 2006
v1_v3	NCPPB 1062	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 1067	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 1067	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 1068	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 1068	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 1117	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 1117	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v2	NCPPB 1124	changed	name_as_received	formatting_only	X. phaseoli f.sp . sojense	X. phaseoli f.sp. sojense
v2_v3	NCPPB 1124	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978, Xanthomonas axonopodis pv. glycines (Nakano 1919) Vauterin et al. 1995
v1_v3	NCPPB 1124	changed	name_as_received	formatting_only	X. phaseoli f.sp . sojense	X. phaseoli f.sp. sojense
v1_v3	NCPPB 1124	changed	alternative_names	v3_value_expanded	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978	Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978, Xanthomonas axonopodis pv. glycines (Nakano 1919) Vauterin et al. 1995
v2_v3	NCPPB 1131	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 1131	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v2_v3	NCPPB 1132	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
v1_v3	NCPPB 1132	changed	alternative_names	probable_v3_truncation	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas campestris
