ncppb_number	snapshot_status	v1_sequence_category	v2_sequence_category	sequence_category_changed	v1_biosample_accessions	v2_biosample_accessions	biosample_accessions_changed	v1_assembly_accessions	v2_assembly_accessions	assembly_accessions_changed	v1_sra_run_accessions	v2_sra_run_accessions	sra_accessions_changed	v2_ncppb_track_matches	v2_other_references_track_matches
NCPPB 45	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36346970	SAMN36346970	no	GCA_035026565.1	GCA_035026565.1	no	SRR25183331	SRR25183331	no	SAMN36346970	
NCPPB 101	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN22555467	SAMN22555467	no	GCF_020783895.1	GCF_020783895.1	no	SRR22272561	SRR22272561	no	SAMN22555467	
NCPPB 109	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 113	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN42178446	SAMN42178446	no	GCF_053571385.1	GCF_053571385.1	no	SRR30041332; SRR29654663	SRR29654663; SRR30041332	no	SAMN42178446	
NCPPB 151	present_in_both	raw_reads_only	raw_reads_only	no	SAMN56511362	SAMN56511362	no			no	SRR37789880; SRR37629063	SRR37629063; SRR37789880	no	SAMN56511362	
NCPPB 174	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 181	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 182	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 184	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 185	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 186	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 187	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 195	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 196	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 200	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 205	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 206	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36357966; SAMN00991256	SAMN36357966; SAMN00991256	no	GCF_030551425.2; GCF_000278035.1	GCF_030551425.2; GCF_000278035.1	no	SRR25194059; SRR494500	SRR25194059; SRR494500	no	SAMN36357966; SAMN00991256	
NCPPB 208	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 210	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 211	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN13783128	SAMN13783128	no	GCF_014798375.1	GCF_014798375.1	no	SRR11234665	SRR11234665	no	SAMN13783128	
NCPPB 212	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 220	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03262509	SAMN03262509	no	GCF_000808715.2	GCF_000808715.2	no	SRR2052885	SRR2052885	no	SAMN03262509	
NCPPB 226	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN13783184	SAMN13783184	no	GCF_014797395.1	GCF_014797395.1	no	SRR11234664	SRR11234664	no	SAMN13783184	
NCPPB 230	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN40354569	SAMN40354569	no	GCF_040202495.1		yes	SRR30293564; SRR28281421		yes	SAMN40354569	
NCPPB 232	present_in_both	complete_genome_available	complete_genome_available	no	SAMEA6962647	SAMEA6962647	no	GCF_903978195.1	GCF_903978195.1	no	ERR4327117; ERR4326259	ERR4326259; ERR4327117	no	SAMEA6962647	
NCPPB 240	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 241	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 243	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 273	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 279	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 290	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 293	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 301	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03175018	SAMN03175018	no	GCF_000785945.1	GCF_000785945.1	no	SRR2052879	SRR2052879	no	SAMN03175018	
NCPPB 302	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 305	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 315	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 347	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN22552829; SAMN17385947	SAMN22552829; SAMN17385947	no	GCF_020731405.1	GCF_020731405.1	no	SRR29823152; SRR14648465	SRR29823152; SRR14648465	no	SAMN22552829; SAMN17385947	SAMN17385947
NCPPB 348	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 362	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 381	present_in_both	complete_genome_available	complete_genome_available	no	SAMN40354536; SAMN03142398; SAMN02903172; SAMN06829306	SAMN03142398; SAMN40354536; SAMN06829306; SAMN02903172	no	GCF_040202995.2; GCF_000788075.1; GCF_001401605.1; GCF_002759215.2	GCF_000788075.1; GCF_040202995.2; GCF_001401605.1	yes	SRR30293625; SRR28281417; SRR2052644; SRR1510073; SRR13997422; SRR13975653	SRR2052644; SRR28281417; SRR30293625; SRR1510073	yes	SAMN03142398; SAMN40354536	SAMN06829306; SAMN02903172
NCPPB 400	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 403	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 404	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36346971	SAMN36346971	no	GCA_035026745.1	GCA_035026745.1	no	SRR25183330	SRR25183330	no	SAMN36346971	
NCPPB 405	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 406	present_in_both	no_confirmed_public_sequence_data	draft_assembly_available	yes		SAMN13783185	yes		GCF_014797385.1	yes		SRR11234661	yes	SAMN13783185	
NCPPB 407	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 408	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 409	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMEA114331998; SAMN13783182	SAMEA114331998; SAMN13783182	no	GCF_963669875.1; GCF_014797425.1	GCF_963669875.1; GCF_014797425.1	no	ERR12095337; SRR11234614	ERR12095337; SRR11234614	no	SAMEA114331998	SAMN13783182
NCPPB 410	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 411	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03352151; SAMN43400626	SAMN43400626; SAMN03352151	no	GCF_001013475.1	GCF_001013475.1	no			no		SAMN43400626; SAMN03352151
NCPPB 412	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 414	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 415	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 416	present_in_both	complete_genome_available	complete_genome_available	no	SAMN41996497; SAMN39942831; SAMN00188641	SAMN41996497; SAMN39942831; SAMN00188641	no	GCF_041464225.1	GCF_041464225.1	no	SRR30016867; SRR29500231; SRR27966376	SRR29500231; SRR30016867; SRR27966376	no	SAMN41996497; SAMN39942831	SAMN00188641
NCPPB 418	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 419	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 420	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 421	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 422	present_in_both	complete_genome_available	complete_genome_available	no	SAMN05823154; SAMN02471773	SAMN02471773; SAMN05823154	no	GCF_001908725.1; GCF_000192025.1	GCF_000192025.1; GCF_001908725.1	no			no		SAMN02471773; SAMN05823154
NCPPB 423	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 424	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 425	present_in_both	raw_reads_only	taxonomy_review_required_before_sequence_use	yes	SAMN40354566	SAMN40354566	no			no	SRR28281424		yes	SAMN40354566	
NCPPB 457	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN02903173	SAMN02903173	no	GCF_001401595.1	GCF_001401595.1	no	SRR1509983	SRR1509983	no		SAMN02903173
NCPPB 464	present_in_both	complete_genome_available	complete_genome_available	no	SAMN41997686; SAMN19988989	SAMN41997686; SAMN19988989	no	GCA_041281645.2; GCA_019201065.3	GCA_041281645.2; GCA_019201065.3	no	SRR30017108; SRR29501486; SRR27397079; SRR15305434	SRR29501486; SRR30017108; SRR15305434; SRR27397079	no	SAMN41997686; SAMN19988989	
NCPPB 465	present_in_both	complete_genome_available	complete_genome_available	no	SAMN41997687	SAMN41997687	no	GCA_041464235.1	GCA_041464235.1	no	SRR30017107; SRR29501485	SRR29501485; SRR30017107	no	SAMN41997687	
NCPPB 466	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN09425328; SAMEA3138416	SAMN09425328; SAMEA3138416	no	GCF_000285775.1	GCF_000285775.1	no			no		SAMN09425328; SAMEA3138416
NCPPB 473	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 476	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 477	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 478	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN42178451	SAMN42178451	no	GCF_053646535.1	GCF_053646535.1	no	SRR29654630	SRR29654630	no	SAMN42178451	
NCPPB 479	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 480	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 481	present_in_both	raw_reads_only	taxonomy_review_required_before_sequence_use	yes	SAMN42278566	SAMN42278566	no			no	SRR30016545; SRR29692761		yes	SAMN42278566	
NCPPB 485	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42284446	SAMN42284446	no			no	SRR30036952; SRR29695153	SRR29695153; SRR30036952	no	SAMN42284446	
NCPPB 488	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42178439	SAMN42178439	no	GCF_053571405.1	GCF_053571405.1	no	SRR30041327; SRR29654670	SRR29654670; SRR30041327	no	SAMN42178439	
NCPPB 490	present_in_both	complete_genome_available	complete_genome_available	no	SAMEA2272013; SAMN41471108	SAMN41471108; SAMEA2272013	no	GCF_000263335.2; GCF_042638415.1	GCF_042638415.1; GCF_000263335.2	no			no		SAMN41471108; SAMEA2272013
NCPPB 509	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03175433	SAMN03175433	no	GCF_001469445.1	GCF_001469445.1	no	SRR4717825	SRR4717825	no		SAMN03175433
NCPPB 510	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 526	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 528	present_in_both	complete_genome_available	complete_genome_available	no	SAMN22552834; SAMN36368329; SAMN02603845	SAMN22552834; SAMN36368329; SAMN02603845	no	GCF_020813135.1; GCA_035023825.1; GCF_000007145.1	GCF_020813135.1; GCA_035023825.1; GCF_000007145.1	no	SRR29823160; SRR25205299	SRR29823160; SRR25205299	no	SAMN22552834; SAMN36368329	SAMN02603845
NCPPB 529	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36346972	SAMN36346972	no	GCA_035026845.1	GCA_035026845.1	no	SRR25183329	SRR25183329	no	SAMN36346972	
NCPPB 535	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42178440	SAMN42178440	no	GCF_041463965.1	GCF_041463965.1	no	SRR30041326; SRR29654669	SRR29654669; SRR30041326	no	SAMN42178440	
NCPPB 536	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN42284536	SAMN42284536	no	GCF_053615305.1	GCF_053615305.1	no	SRR30037788; SRR29695060	SRR29695060; SRR30037788	no	SAMN42284536	
NCPPB 554	present_in_both	complete_genome_available	complete_genome_available	no	SAMN02469936; SAMN18397212	SAMN02469936; SAMN18397212	no	GCF_000495275.1; GCF_017723855.1	GCF_000495275.1; GCF_017723855.1	no	SRR14026742; SRR14028219	SRR14026742; SRR14028219	no		SAMN02469936; SAMN18397212
NCPPB 555	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 556	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN56511388; SAMN03203484	SAMN56511388; SAMN03203484	no	GCF_000818835.2	GCF_000818835.2	no	SRR37789886; SRR37629069; SRR2051461	SRR2051461	yes	SAMN56511388; SAMN03203484	
NCPPB 557	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN56511389; SAMN03257620	SAMN56511389; SAMN03257620	no	GCF_000808655.2	GCF_000808655.2	no	SRR37789885; SRR37629068; SRR2051462	SRR2051462	yes	SAMN56511389; SAMN03257620	
NCPPB 570	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42488058	SAMN42488058	no			no	SRR29823100	SRR29823100	no	SAMN42488058	
NCPPB 571	present_in_both	complete_genome_available	complete_genome_available	no	SAMN14601050	SAMN14601050	no	GCF_012848175.1	GCF_012848175.1	no	SRR11568976	SRR11568976	no		SAMN14601050
NCPPB 573	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN42284473	SAMN42284473	no	GCF_053614595.1	GCF_053614595.1	no	SRR30037371; SRR29694809	SRR29694809; SRR30037371	no	SAMN42284473	
NCPPB 575	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988990	SAMN19988990	no	GCF_019201225.1		yes	SRR15305412		yes	SAMN19988990	
NCPPB 577	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42278567	SAMN42278567	no	GCF_041464215.1	GCF_041464215.1	no	SRR30016544; SRR29692759	SRR29692759; SRR30016544	no	SAMN42278567	
NCPPB 578	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 579	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988991	SAMN19988991	no	GCF_019201185.1		yes	SRR15305414		yes	SAMN19988991	
NCPPB 581	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42178463	SAMN42178463	no	GCF_041486685.1	GCF_041486685.1	no	SRR30037949; SRR29654624	SRR29654624; SRR30037949	no	SAMN42178463	
NCPPB 582	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 584	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42278574	SAMN42278574	no	GCF_041466645.1	GCF_041466645.1	no	SRR29692752	SRR29692752	no	SAMN42278574	
NCPPB 585	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988994	SAMN19988994	no	GCA_019201525.1		yes	SRR15305424		yes	SAMN19988994	
NCPPB 586	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988992	SAMN19988992	no	GCF_019201115.1		yes	SRR15305427		yes	SAMN19988992	
NCPPB 599	present_in_both	complete_genome_available	complete_genome_available	no	SAMN43282147; SAMD00253046; SAMN02894432; SAMN12660098; SAMN05560286	SAMN12660098; SAMN05560286; SAMN02894432; SAMN43282147; SAMD00253046	no	GCF_042648025.1; GCF_001010435.1; GCF_009769165.1; GCF_002939895.1	GCF_009769165.1; GCF_002939895.1; GCF_001010435.1; GCF_042648025.1	no	SRR10043048	SRR10043048	no		SAMN12660098; SAMN05560286; SAMN02894432; SAMN43282147; SAMD00253046
NCPPB 614	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 631	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 633	present_in_both	complete_genome_available	complete_genome_available	no	SAMN40354537; SAMN40354530; SAMN08729580; SAMN22082069; SAMN07418358	SAMN40354537; SAMN40354530; SAMN08729580; SAMN07418358; SAMN22082069	no	GCF_040202935.2; GCF_040202075.1; GCF_003064125.1; GCF_027186285.1	GCF_040202935.2; GCF_040202075.1; GCF_003064125.1; GCF_027186285.1	no	SRR30293580; SRR28281416; SRR28281454; SRR7642345; SRR17318718; SRR5901872	SRR28281416; SRR30293580; SRR28281454; SRR7642345; SRR5901872; SRR17318718	no	SAMN40354537; SAMN40354530; SAMN08729580	SAMN07418358; SAMN22082069
NCPPB 634	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 637	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42180202	SAMN42180202	no	GCF_041463595.1	GCF_041463595.1	no	SRR30037601; SRR29655428	SRR29655428; SRR30037601	no	SAMN42180202	
NCPPB 638	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 642	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 645	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42178452	SAMN42178452	no	GCF_041519365.1	GCF_041519365.1	no	SRR30037587; SRR29654629	SRR29654629; SRR30037587	no	SAMN42178452	
NCPPB 646	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42284537; SAMN03175008	SAMN42284537	yes	GCF_053615295.1; GCF_000785925.1	GCF_053615295.1	yes	SRR30037787; SRR29695059; SRR2052876	SRR29695059; SRR30037787	yes	SAMN42284537	
NCPPB 647	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 648	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 670	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03097370	SAMN03097370	no	GCF_000764875.1	GCF_000764875.1	no	SRR2052441	SRR2052441	no	SAMN03097370	
NCPPB 701	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03175440	SAMN03175440	no	GCF_001469465.1	GCF_001469465.1	no	SRR4718188	SRR4718188	no		SAMN03175440
NCPPB 702	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36357969; SAMN00002876	SAMN36357969; SAMN00002876	no	GCF_030551395.2; GCF_000159795.2	GCF_030551395.2; GCF_000159795.2	no	SRR25194036; SRR020202	SRR25194036; SRR020202	no	SAMN36357969; SAMN00002876	
NCPPB 761	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 762	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMD00537713; SAMD00253068; SAMN02894433	SAMD00537713; SAMN02894433; SAMD00253068	no	GCF_001010415.1	GCF_001010415.1	no			no	SAMD00537713	SAMN02894433; SAMD00253068
NCPPB 793	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 795	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN20034691; SAMN36357970	SAMN20034691; SAMN36357970	no	GCF_019209805.1; GCF_030551295.2	GCF_019209805.1; GCF_030551295.2	no	SRR29823134; SRR25194032	SRR29823134; SRR25194032	no	SAMN20034691; SAMN36357970	
NCPPB 840	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42280122	SAMN42280122	no	GCF_041464165.1	GCF_041464165.1	no	SRR30018465; SRR29694608	SRR29694608; SRR30018465	no	SAMN42280122	
NCPPB 875	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 881	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN56511390; SAMN09704275; SAMN33574910; SAMN02471772	SAMN56511390; SAMN09704275; SAMN33574910; SAMN02471772	no	GCF_046589575.1; GCF_000192065.1	GCF_046589575.1; GCF_000192065.1	no	SRR37789884; SRR37629067; SRR7628815; SRR23696936	SRR37629067; SRR37789884; SRR7628815; SRR23696936	no	SAMN56511390; SAMN09704275	SAMN09704275; SAMN33574910; SAMN02471772
NCPPB 884	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 885	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42278569	SAMN42278569	no	GCF_041464115.1	GCF_041464115.1	no	SRR30016543; SRR29692757	SRR29692757; SRR30016543	no	SAMN42278569	
NCPPB 887	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 888	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 889	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN20080225; SAMN36357971	SAMN20080225; SAMN36357971	no	GCF_019200945.1; GCF_030551345.2	GCF_019200945.1; GCF_030551345.2	no	SRR29823133; SRR25194031	SRR29823133; SRR25194031	no	SAMN20080225; SAMN36357971	
NCPPB 891	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 892	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 893	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 895	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36357973; SAMN02439007	SAMN36357973; SAMN02439007	no	GCF_030551445.2; GCF_000278075.1	GCF_030551445.2; GCF_000278075.1	no	SRR25194029; SRR1045341	SRR25194029; SRR1045341	no	SAMN36357973; SAMN02439007	
NCPPB 896	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 897	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 899	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 900	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN56511391; SAMN02854335	SAMN56511391; SAMN02854335	no	GCF_000724905.1	GCF_000724905.1	no	SRR37789883; SRR37629066; SRR1515236	SRR37629066; SRR37789883; SRR1515236	no	SAMN56511391; SAMN02854335	
NCPPB 901	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161496	SAMN42161496	no	GCF_056725085.1	GCF_056725085.1	no	SRR30040125; SRR29644180	SRR29644180; SRR30040125	no	SAMN42161496	
NCPPB 902	present_in_both	complete_genome_available	complete_genome_available	no	SAMN03140174	SAMN03140174	no	GCF_000772775.3	GCF_000772775.3	no			no	SAMN03140174	
NCPPB 916	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 917	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 918	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 922	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 923	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 924	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 926	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 935	present_in_both	complete_genome_available	complete_genome_available	no	SAMN41996496; SAMEA7984667; SAMN05559866	SAMN41996496; SAMEA7984667; SAMN05559866	no	GCF_041228085.2; GCF_905220785.1; GCF_002939845.1	GCF_041228085.2; GCF_905220785.1; GCF_002939845.1	no	SRR30016866; SRR29500232; ERR5260059; ERR5260054	SRR29500232; SRR30016866; ERR5260054; ERR5260059	no	SAMN41996496; SAMEA7984667	SAMEA7984667; SAMN05559866
NCPPB 936	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 937	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN22552838	SAMN22552838	no	GCF_020813295.1	GCF_020813295.1	no	SRR29823159	SRR29823159	no	SAMN22552838	
NCPPB 938	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 939	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN08729581; SAMN43284563; SAMN43281910; SAMD00253066	SAMN08729581; SAMN43284563; SAMN43281910; SAMD00253066	no	GCF_003064105.1	GCF_003064105.1	no			no	SAMN08729581	SAMN43284563; SAMN43281910; SAMD00253066
NCPPB 940	present_in_both	complete_genome_available	complete_genome_available	no	SAMEA6962652	SAMEA6962652	no	GCA_903978185.1	GCA_903978185.1	no	ERR4327122	ERR4327122	no	SAMEA6962652	SAMEA6962652
NCPPB 941	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 942	present_in_both	raw_reads_only	raw_reads_only	no	SAMN57360824	SAMN57360824	no			no	SRR38178868	SRR38178868	no	SAMN57360824	
NCPPB 969	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 970	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 971	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42284547	SAMN42284547	no	GCF_041492255.1	GCF_041492255.1	no	SRR30037791; SRR29695345	SRR29695345; SRR30037791	no	SAMN42284547	
NCPPB 972	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42284548	SAMN42284548	no	GCF_041519315.1	GCF_041519315.1	no	SRR30037790; SRR29695344	SRR29695344; SRR30037790	no	SAMN42284548	
NCPPB 973	present_in_both	complete_genome_available	draft_assembly_available	yes	SAMN23026111; SAMN43281667; SAMD00253072; SAMEA2271958; SAMEA4358958	SAMN23026111; SAMEA2271958; SAMN43281667; SAMD00253072	yes	GCF_020880735.1; GCF_042432025.1; GCF_900094325.1	GCF_020880735.1; GCF_042432025.1	yes	SRR16936500	SRR16936500	no		SAMN23026111; SAMEA2271958; SAMN43281667; SAMD00253072
NCPPB 974	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 975	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 976	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN09704274; SAMN11047482	SAMN09704274; SAMN11047482	no	GCF_012922295.1		yes	SRR7628814; SRR8732949		yes	SAMN09704274	SAMN11047482
NCPPB 983	present_in_both	complete_genome_available	complete_genome_available	no	SAMN22552839	SAMN22552839	no	GCF_020813315.3	GCF_020813315.3	no	SRR29823158; SRR27397526	SRR27397526; SRR29823158	no	SAMN22552839	
NCPPB 984	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
