query_id	ncppb_number	query_track	query_tier	searched_identifier	ncbi_uid	biosample_accession	organism	taxid	title	strain	isolate	culture_collection	bio_material	sample_name	identity_aliases	identifiers	host	geographic_location	collection_date	isolation_source	attributes_json	raw_xml_cache_path	source_url	status	error
9a5a419bbd06149334ec; efc3e20bb974f6c09ef2	NCPPB 2865	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 2865	42161510	SAMN42161510	Xanthomonas sp. NCPPB 2865	487544	Genome sequencing of Xanthomonas sp. NCPPB 2865	NCPPB 2865		NCPPB:2865	F. Catton			BioSample: SAMN42161510; 2865; SRA: SRS21840228	Chrysanthemum x morifolium	Netherlands	1975		"{""Tax ID"":[""487544""],""biomaterial_provider"":[""F. Catton""],""collected_by"":[""F.W. Catton 212,75,1""],""collection_date"":[""1975""],""culture_collection"":[""NCPPB:2865""],""geo_loc_name"":[""Netherlands""],""host"":[""Chrysanthemum x morifolium""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 2865""]}"	.cache/ncbi/v2_1/efetch_8ec2141c87acd40792a90a4e277782ac1e620c234591cd9898396a29132fc936.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN42161510	ok	
9a5a419bbd06149334ec; 56c67d0e007520150b9f	NCPPB 2864	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 2864	42161509	SAMN42161509	Xanthomonas sp. NCPPB 2864	487543	Genome sequencing of Xanthomonas sp. NCPPB 2864	NCPPB 2864		NCPPB:2864	F. Catton			BioSample: SAMN42161509; 2864; SRA: SRS21840226	Chrysanthemum x morifolium	Netherlands	1975		"{""biomaterial_provider"":[""F. Catton""],""collected_by"":[""F.W. Catton 211/75/2""],""collection_date"":[""1975""],""culture_collection"":[""NCPPB:2864""],""geo_loc_name"":[""Netherlands""],""host"":[""Chrysanthemum x morifolium""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 2864""]}"	.cache/ncbi/v2_1/efetch_8ec2141c87acd40792a90a4e277782ac1e620c234591cd9898396a29132fc936.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN42161509	ok	
9a5a419bbd06149334ec; e468b9983a9c70408e01	NCPPB 2856	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 2856	42161508	SAMN42161508	Xanthomonas sp. NCPPB 2856	487542	Genome sequencing of Xanthomonas sp. NCPPB 2856	NCPPB 2856		NCPPB:2856	F. Catton			BioSample: SAMN42161508; 2856; SRA: SRS21840225	Chrysanthemum x morifolium	Netherlands	1975		"{""biomaterial_provider"":[""F. Catton""],""collected_by"":[""F.W. Catton C798""],""collection_date"":[""1975""],""culture_collection"":[""NCPPB:2856""],""geo_loc_name"":[""Netherlands""],""host"":[""Chrysanthemum x morifolium""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 2856""]}"	.cache/ncbi/v2_1/efetch_8ec2141c87acd40792a90a4e277782ac1e620c234591cd9898396a29132fc936.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN42161508	ok	
9a5a419bbd06149334ec; 1ee4ed2a76b6aaeedd26	NCPPB 1638	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 1638	42161501	SAMN42161501	Xanthomonas sp. NCPPB 1638	487535	Genome sequencing of Xanthomonas sp. NCPPB 1638	NCPPB 1638		NCPPB:1638	A.C. Hayward			BioSample: SAMN42161501; 1638; SRA: SRS21840217	Cucurbita melopepo	Uganda	1964		"{""Tax ID"":[""487535""],""biomaterial_provider"":[""A.C. Hayward""],""collected_by"":[""A.C. Hayward B2290""],""collection_date"":[""1964""],""culture_collection"":[""NCPPB:1638""],""geo_loc_name"":[""Uganda""],""host"":[""Cucurbita melopepo""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 1638""]}"	.cache/ncbi/v2_1/efetch_94bc73f4953fbbd6003a6f71ebdfb4c8230335def592901b6432b2f2b09cab5b.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN42161501	ok	
9a5a419bbd06149334ec; 8816356fa662ded460ea	NCPPB 3959	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 3959	42161491	SAMN42161491	Xanthomonas sp. NCPPB 3959	487567	Genome sequencing of Xanthomonas sp. NCPPB 3959	NCPPB 3959		NCPPB:3959	J. Kolkowski, IMI			BioSample: SAMN42161491; 3959; SRA: SRS21840238	Persea americana	New Zealand	Not collected		"{""biomaterial_provider"":[""J. Kolkowski, IMI""],""collected_by"":[""J. Bradbury""],""collection_date"":[""Not collected""],""culture_collection"":[""NCPPB:3959""],""geo_loc_name"":[""New Zealand""],""host"":[""Persea americana""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 3959""]}"	.cache/ncbi/v2_1/efetch_94bc73f4953fbbd6003a6f71ebdfb4c8230335def592901b6432b2f2b09cab5b.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN42161491	ok	
9a5a419bbd06149334ec; af839f0b0a3afbda1c58	NCPPB 1132	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 1132	56511359	SAMN56511359	Xanthomonas sp. NCPPB 1132	487528	Genome sequencing of Xanthomonas NCPPB 1132	NCPPB 1132		NCPPB:1132	A.C. Hayward			BioSample: SAMN56511359; NCPPB_1132; SRA: SRS28401800	Musa banksii var. samoensis	Samoa	1961		"{""biomaterial_provider"":[""A.C. Hayward""],""collected_by"":[""A.C. Hayward""],""collection_date"":[""1961""],""culture_collection"":[""NCPPB:1132""],""geo_loc_name"":[""Samoa""],""host"":[""Musa banksii var. samoensis""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 1132""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511359	ok	
9a5a419bbd06149334ec; a71b53c642f54a3bcebf	NCPPB 1131	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 1131	56511358	SAMN56511358	Xanthomonas sp. NCPPB 1131	487527	Genome sequencing of Xanthomonas NCPPB 1131	NCPPB 1131		NCPPB:1131	A.C. Hayward			BioSample: SAMN56511358; NCPPB_1131; SRA: SRS28401789	Musa x paradisiaca	American Samoa	1961		"{""biomaterial_provider"":[""A.C. Hayward""],""collected_by"":[""A.C. Hayward""],""collection_date"":[""1961""],""culture_collection"":[""NCPPB:1131""],""geo_loc_name"":[""American Samoa""],""host"":[""Musa x paradisiaca""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 1131""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511358	ok	
9a5a419bbd06149334ec; fa7171f5fa0eebdd70d4	NCPPB 3200	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 3200	42923733	SAMN42923733	Xanthomonas sp. NCPPB 3200	487552	Genome sequencing of Xanthomonas sp. NCPPB 3200	NCPPB 3200		NCPPB:3200	J.F. Bradbury			BioSample: SAMN42923733; NCPPB3200; SRA: SRS22170124	Chrysanthemum x morifolium	Kenya	1979		"{""biomaterial_provider"":[""J.F. Bradbury""],""collected_by"":[""J.F. Bradbury""],""collection_date"":[""1979""],""culture_collection"":[""NCPPB:3200""],""geo_loc_name"":[""Kenya""],""host"":[""Chrysanthemum x morifolium""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 3200""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN42923733	ok	
9a5a419bbd06149334ec; 3a4946bc09fb5d43b819	NCPPB 3086	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 3086	42278568	SAMN42278568	Xanthomonas axonopodis pv. desmodiilaxiflori	487829	Genome sequencing of Xanthomonas axonopodis pv. desmodiilaxiflori (Pant & Kulkarni 1977) Vauterin et al. 1995 NCPPB 3086	NCPPB 3086		NCPPB:3086				BioSample: SAMN42278568; 3086; SRA: SRS21884766	Sohmaea laxiflora	India	1971		"{""collected_by"":[""ex ITCC 29 ex N.M. Pant""],""collection_date"":[""1971""],""culture_collection"":[""NCPPB:3086""],""geo_loc_name"":[""India""],""host"":[""Sohmaea laxiflora""],""pathovar"":[""desmodiilaxiflori""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 3086""],""type-material"":[""pathotype strain of Xanthomonas axonopodis pv. desmodiilaxiflori""]}"	.cache/ncbi/v2_1/efetch_8ec2141c87acd40792a90a4e277782ac1e620c234591cd9898396a29132fc936.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN42278568	ok	
9a5a419bbd06149334ec; 7d7a739f27c0e974ff9b	NCPPB 900	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 900	56511391	SAMN56511391	Xanthomonas axonopodis pv. vasculorum	325777	Genome sequencing of Xanthomonas NCPPB 900	NCPPB 900		NCPPB:900	A.C. Hayward			BioSample: SAMN56511391; NCPPB_900; SRA: SRS28401806	Saccharum officinarum	Reunion	1960		"{""biomaterial_provider"":[""A.C. Hayward""],""collected_by"":[""A.C. Hayward""],""collection_date"":[""1960""],""culture_collection"":[""NCPPB:900""],""geo_loc_name"":[""Reunion""],""host"":[""Saccharum officinarum""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 900""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511391	ok	
9a5a419bbd06149334ec; 007f256e77f7c7756334	NCPPB 881	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 881	56511390	SAMN56511390	Xanthomonas hortorum ATCC 19865	925777	Genome sequencing of Xanthomonas NCPPB 881	NCPPB 881		NCPPB:881	D.Sutic			BioSample: SAMN56511390; NCPPB_881; SRA: SRS28401805	Solanum lycopersicum	Serbia	1953		"{""biomaterial_provider"":[""D.Sutic""],""collected_by"":[""D.Sutic""],""collection_date"":[""1953""],""culture_collection"":[""NCPPB:881""],""geo_loc_name"":[""Serbia""],""host"":[""Solanum lycopersicum""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 881""],""type-material"":[""type strain of Pseudomonas gardneri""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511390	ok	
9a5a419bbd06149334ec; ba06ca2ace152775e00f	NCPPB 557	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 557	56511389	SAMN56511389	Xanthomonas citri	346	Genome sequencing of Xanthomonas NCPPB 557	NCPPB 557		NCPPB:557				BioSample: SAMN56511389; NCPPB_557; SRA: SRS28401804	Lablab purpureus	Sudan	1957		"{""collected_by"":[""K.A. Sabet""],""collection_date"":[""1957""],""culture_collection"":[""NCPPB:557""],""geo_loc_name"":[""Sudan""],""host"":[""Lablab purpureus""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 557""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511389	ok	
9a5a419bbd06149334ec; d7bec21a0fce84a874e3	NCPPB 556	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 556	56511388	SAMN56511388	Xanthomonas citri	346	Genome sequencing of Xanthomonas NCPPB 556	NCPPB 556		NCPPB:556				BioSample: SAMN56511388; NCPPB_556; SRA: SRS28401803	Lablab purpureus	Sudan	1957		"{""collected_by"":[""K.A. Sabet""],""collection_date"":[""1957""],""culture_collection"":[""NCPPB:556""],""geo_loc_name"":[""Sudan""],""host"":[""Lablab purpureus""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 556""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511388	ok	
9a5a419bbd06149334ec; 3e460d4244a0f30c585e	NCPPB 4682	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4682	56511387	SAMN56511387	Xanthomonas campestris pv. campestris	340	Genome sequencing of Xanthomonas NCPPB 4682	NCPPB 4682 (Xc318)		NCPPB:4682	Tatjana Popovic Milanovic			BioSample: SAMN56511387; NCPPB_4682; SRA: SRS28401802	Brassica napus	Serbia	2014		"{""biomaterial_provider"":[""Tatjana Popovic Milanovic""],""collected_by"":[""Tatjana Popovic Milanovic""],""collection_date"":[""2014""],""culture_collection"":[""NCPPB:4682""],""geo_loc_name"":[""Serbia""],""host"":[""Brassica napus""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4682 (Xc318)""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511387	ok	
9a5a419bbd06149334ec; 256a3deda88e65a8b91a	NCPPB 4681	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4681	56511386	SAMN56511386	Xanthomonas campestris pv. campestris	340	Genome sequencing of Xanthomonas NCPPB 4681	NCPPB 4681 (Xc27)		NCPPB:4681	Tatjana Popovic Milanovic			BioSample: SAMN56511386; NCPPB_4681; SRA: SRS28401801	Brassica napus	Serbia	2014		"{""biomaterial_provider"":[""Tatjana Popovic Milanovic""],""collected_by"":[""Tatjana Popovic Milanovic""],""collection_date"":[""2014""],""culture_collection"":[""NCPPB:4681""],""geo_loc_name"":[""Serbia""],""host"":[""Brassica napus""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4681 (Xc27)""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511386	ok	
9a5a419bbd06149334ec; a9e8d0ffe3a87848e1c6	NCPPB 4680	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4680	56511385	SAMN56511385	Xanthomonas campestris pv. campestris	340	Genome sequencing of Xanthomonas NCPPB 4680	NCPPB 4680 (Xc23)		NCPPB:4680	Tatjana Popovic Milanovic			BioSample: SAMN56511385; NCPPB_4680; SRA: SRS28401799	Brassica napus	Serbia	2014		"{""biomaterial_provider"":[""Tatjana Popovic Milanovic""],""collected_by"":[""Tatjana Popovic Milanovic""],""collection_date"":[""2014""],""culture_collection"":[""NCPPB:4680""],""geo_loc_name"":[""Serbia""],""host"":[""Brassica napus""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4680 (Xc23)""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511385	ok	
9a5a419bbd06149334ec; 887dc6d8d53789a6cbc3	NCPPB 4679	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4679	56511384	SAMN56511384	Xanthomonas campestris pv. campestris	340	Genome sequencing of Xanthomonas NCPPB 4679	NCPPB 4679 (Xc9)		NCPPB:4679	Tatjana Popovic Milanovic			BioSample: SAMN56511384; NCPPB_4679; SRA: SRS28401798	Brassica napus	Serbia	2014		"{""biomaterial_provider"":[""Tatjana Popovic Milanovic""],""collected_by"":[""Tatjana Popovic Milanovic""],""collection_date"":[""2014""],""culture_collection"":[""NCPPB:4679""],""geo_loc_name"":[""Serbia""],""host"":[""Brassica napus""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4679 (Xc9)""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511384	ok	
9a5a419bbd06149334ec; e5dcff8f4d82823b4883	NCPPB 4678	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4678	56511383	SAMN56511383	Xanthomonas campestris pv. campestris	340	Genome sequencing of Xanthomonas NCPPB 4678	NCPPB 4678 (Xc6)		NCPPB:4678	Tatjana Popovic Milanovic			BioSample: SAMN56511383; NCPPB_4678; SRA: SRS28401797	Brassica napus	Serbia	2014		"{""biomaterial_provider"":[""Tatjana Popovic Milanovic""],""collected_by"":[""Tatjana Popovic Milanovic""],""collection_date"":[""2014""],""culture_collection"":[""NCPPB:4678""],""geo_loc_name"":[""Serbia""],""host"":[""Brassica napus""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4678 (Xc6)""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511383	ok	
9a5a419bbd06149334ec; 527522c384353d5f9ddf	NCPPB 4634	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4634	56511382	SAMN56511382	Xanthomonas dyei	743699	Genome sequencing of Xanthomonas NCPPB 4634	NCPPB 4634		NCPPB:4634	Maureen Fletcher			BioSample: SAMN56511382; NCPPB_4634; SRA: SRS28401796	Olea europaea cv. Barnea	New Zealand	1997		"{""biomaterial_provider"":[""Maureen Fletcher""],""collected_by"":[""Robert K. Taylor""],""collection_date"":[""1997""],""culture_collection"":[""NCPPB:4634""],""geo_loc_name"":[""New Zealand""],""host"":[""Olea europaea cv. Barnea""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4634""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511382	ok	
9a5a419bbd06149334ec; 8b3b79722537cf278da1	NCPPB 4633	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4633	56511381	SAMN56511381	Xanthomonas dyei	743699	Genome sequencing of Xanthomonas NCPPB 4633	NCPPB 4633		NCPPB:4633	Maureen Fletcher			BioSample: SAMN56511381; NCPPB_4633; SRA: SRS28401795	Diospyros kaki	New Zealand	1979		"{""biomaterial_provider"":[""Maureen Fletcher""],""collected_by"":[""J.M. Young""],""collection_date"":[""1979""],""culture_collection"":[""NCPPB:4633""],""geo_loc_name"":[""New Zealand""],""host"":[""Diospyros kaki""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4633""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511381	ok	
9a5a419bbd06149334ec; 24fd226be14e44e0f555	NCPPB 4632	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4632	56511380	SAMN56511380	Xanthomonas dyei	743699	Genome sequencing of Xanthomonas NCPPB 4632	NCPPB 4632		NCPPB:4632	Maureen Fletcher			BioSample: SAMN56511380; NCPPB_4632; SRA: SRS28401794	Eucalyptus sp.	New Zealand	1978		"{""biomaterial_provider"":[""Maureen Fletcher""],""collected_by"":[""D.R.W. Watson""],""collection_date"":[""1978""],""culture_collection"":[""NCPPB:4632""],""geo_loc_name"":[""New Zealand""],""host"":[""Eucalyptus sp.""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4632""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511380	ok	
9a5a419bbd06149334ec; 0dfef139e1838558c8e5	NCPPB 4630	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4630	56511379	SAMN56511379	Xanthomonas dyei	743699	Genome sequencing of Xanthomonas NCPPB 4630	NCPPB 4630		NCPPB:4630	Maureen Fletcher			BioSample: SAMN56511379; NCPPB_4630; SRA: SRS28401793	Aralia sp.	New Zealand	Not collected		"{""biomaterial_provider"":[""Maureen Fletcher""],""collected_by"":[""Douglas W. Dye""],""collection_date"":[""Not collected""],""culture_collection"":[""NCPPB:4630""],""geo_loc_name"":[""New Zealand""],""host"":[""Aralia sp.""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4630""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511379	ok	
9a5a419bbd06149334ec; 978c2c25ae773ff606d7	NCPPB 4629	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4629	56511378	SAMN56511378	Xanthomonas dyei	743699	Genome sequencing of Xanthomonas NCPPB 4629	NCPPB 4629		NCPPB:4629	Maureen Fletcher			BioSample: SAMN56511378; NCPPB_4629; SRA: SRS28401792	Philotheca myoporoides	New Zealand	1967		"{""biomaterial_provider"":[""Maureen Fletcher""],""collected_by"":[""Douglas W. Dye""],""collection_date"":[""1967""],""culture_collection"":[""NCPPB:4629""],""geo_loc_name"":[""New Zealand""],""host"":[""Philotheca myoporoides""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4629""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511378	ok	
9a5a419bbd06149334ec; ce2ca9b4095cfce1f414	NCPPB 4594	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4594	56511377	SAMN56511377	Xanthomonas cannabis pv. phaseoli	1885902	Genome sequencing of Xanthomonas NCPPB 4594	NCPPB 4594 (Nyagatare)		NCPPB:4594	Valentine Aritua			BioSample: SAMN56511377; NCPPB_4594; SRA: SRS28401791	Phaseolus vulgaris	Rwanda	2013		"{""biomaterial_provider"":[""Valentine Aritua""],""collected_by"":[""Fred Kato""],""collection_date"":[""2013""],""culture_collection"":[""NCPPB:4594""],""geo_loc_name"":[""Rwanda""],""host"":[""Phaseolus vulgaris""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4594 (Nyagatare)""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511377	ok	
9a5a419bbd06149334ec; bde22f8fdc937442b685	NCPPB 4446	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4446	56511376	SAMN56511376	Xanthomonas dyei	743699	Genome sequencing of Xanthomonas NCPPB 4446	NCPPB 4446		NCPPB:4446	J. Young			BioSample: SAMN56511376; NCPPB_4446; SRA: SRS28401790	Metrosideros excelsa	New Zealand	2017		"{""biomaterial_provider"":[""J. Young""],""collection_date"":[""2017""],""culture_collection"":[""NCPPB:4446""],""geo_loc_name"":[""New Zealand""],""host"":[""Metrosideros excelsa""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4446""],""type-material"":[""type strain of Xanthomonas dyei""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511376	ok	
9a5a419bbd06149334ec; 13975423984341fdadc8	NCPPB 4367	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4367	56511375	SAMN56511375	Xanthomonas dyei pv. dysoxyli	517755	Genome sequencing of Xanthomonas NCPPB 4367	NCPPB 4367		NCPPB:4367	J. Young			BioSample: SAMN56511375; NCPPB_4367; SRA: SRS28401788	Didymocheton spectabilis	New Zealand	2006		"{""biomaterial_provider"":[""J. Young""],""collected_by"":[""J. Young""],""collection_date"":[""2006""],""culture_collection"":[""NCPPB:4367""],""geo_loc_name"":[""New Zealand""],""host"":[""Didymocheton spectabilis""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4367""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511375	ok	
9a5a419bbd06149334ec; 299e2d6e016707e20b34	NCPPB 4364	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	NCPPB; NCPPB 4364	56511374	SAMN56511374	Xanthomonas dyei pv. dysoxyli	517755	Genome sequencing of Xanthomonas NCPPB 4364	NCPPB 4364		NCPPB:4364	J. Young			BioSample: SAMN56511374; NCPPB_4364; SRA: SRS28401787	Didymocheton spectabilis	New Zealand	1979		"{""biomaterial_provider"":[""J. Young""],""collected_by"":[""J. Young""],""collection_date"":[""1979""],""culture_collection"":[""NCPPB:4364""],""geo_loc_name"":[""New Zealand""],""host"":[""Didymocheton spectabilis""],""sample_type"":[""Cell culture""],""strain"":[""NCPPB 4364""]}"	.cache/ncbi/v2_1/efetch_825ecc5bb14f6df0c57e704db5b70c5926b96686ad03393d6efd1aa18548fc76.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN56511374	ok	
