ncppb_number	presence_pattern	v1_present	v2_present	v3_present	v1_v2_status	v2_v3_status	v1_v3_status	v1_v2_changed_fields	v2_v3_changed_fields	v1_v3_changed_fields	v1_current_name	v2_current_name	v3_current_name	latest_catalogue_url
NCPPB 4013	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	https://ncppb.fera.co.uk/furtherinfo/4013
NCPPB 4014	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	https://ncppb.fera.co.uk/furtherinfo/4014
NCPPB 4015	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	https://ncppb.fera.co.uk/furtherinfo/4015
NCPPB 4031	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/4031
NCPPB 4032	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/4032
NCPPB 4033	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	https://ncppb.fera.co.uk/furtherinfo/4033
NCPPB 4034	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	https://ncppb.fera.co.uk/furtherinfo/4034
NCPPB 4037	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/4037
NCPPB 4058	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	https://ncppb.fera.co.uk/furtherinfo/4058
NCPPB 4181	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	https://ncppb.fera.co.uk/furtherinfo/4181
NCPPB 4182	v3	no	no	yes	not_in_pair	added	added						Xanthomonas arboricola pv. fragariae Janse et al 2001	https://ncppb.fera.co.uk/furtherinfo/4182
NCPPB 4183	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. fragariae Janse et al 2001	Xanthomonas arboricola pv. fragariae Janse et al 2001	Xanthomonas arboricola pv. fragariae Janse et al 2001	https://ncppb.fera.co.uk/furtherinfo/4183
NCPPB 4210	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/4210
NCPPB 4231	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/4231
NCPPB 4232	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/4232
NCPPB 4321	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/4321
NCPPB 4322	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/4322
NCPPB 4323	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	https://ncppb.fera.co.uk/furtherinfo/4323
NCPPB 4324	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	https://ncppb.fera.co.uk/furtherinfo/4324
NCPPB 4326	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		host	host	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4326
NCPPB 4340	v1+v2+v3	yes	yes	yes	changed	changed	changed	alternative_names	alternative_names	alternative_names	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4340
NCPPB 4341	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas sacchari Vauterin et al. 1995	Xanthomonas sacchari Vauterin et al. 1995	Xanthomonas sacchari Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/4341
NCPPB 4342	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas arboricola pv. populi (ex de Kam 1984) Vauterin et al. 1995	Xanthomonas arboricola pv. populi (ex de Kam 1984) Vauterin et al. 1995	Xanthomonas arboricola pv. populi (ex de Kam 1984) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/4342
NCPPB 4343	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas bromi Vauterin et al. 1995	Xanthomonas bromi Vauterin et al. 1995	Xanthomonas bromi Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/4343
NCPPB 4344	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. brunneivaginae (Luo et al. 1988)Young et al. 1996	Xanthomonas campestris pv. brunneivaginae (Luo et al. 1988)Young et al. 1996	Xanthomonas campestris pv. brunneivaginae (Luo et al. 1988)Young et al. 1996	https://ncppb.fera.co.uk/furtherinfo/4344
NCPPB 4345	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		host	host	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	https://ncppb.fera.co.uk/furtherinfo/4345
NCPPB 4346	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	https://ncppb.fera.co.uk/furtherinfo/4346
NCPPB 4347	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		host	host	Xanthomonas campestris pv. malloti Goto 1993	Xanthomonas campestris pv. malloti Goto 1993	Xanthomonas campestris pv. malloti Goto 1993	https://ncppb.fera.co.uk/furtherinfo/4347
NCPPB 4348	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/4348
NCPPB 4349	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names; host	alternative_names; host	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/4349
NCPPB 4350	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas codiaei Vauterin et al. 1995	Xanthomonas codiaei Vauterin et al. 1995	Xanthomonas codiaei Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/4350
NCPPB 4351	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/4351
NCPPB 4352	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/4352
NCPPB 4353	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas theicola (Uehara et al. 1980) Vauterin et al. 1995	Xanthomonas theicola (Uehara et al. 1980) Vauterin et al. 1995	Xanthomonas theicola (Uehara et al. 1980) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/4353
NCPPB 4355	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/4355
NCPPB 4356	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	https://ncppb.fera.co.uk/furtherinfo/4356
NCPPB 4363	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	https://ncppb.fera.co.uk/furtherinfo/4363
NCPPB 4364	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	https://ncppb.fera.co.uk/furtherinfo/4364
NCPPB 4367	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	https://ncppb.fera.co.uk/furtherinfo/4367
NCPPB 4372	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/4372
NCPPB 4373	v1+v2+v3	yes	yes	yes	changed	changed	changed	name_as_received	alternative_names	name_as_received; alternative_names	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/4373
NCPPB 4374	v1+v2+v3	yes	yes	yes	changed	changed	changed	name_as_received	alternative_names	name_as_received; alternative_names	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/4374
NCPPB 4375	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/4375
NCPPB 4376	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. citrumelonis (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. citrumelonis (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. citrumelonis (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/4376
NCPPB 4377	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/4377
NCPPB 4378	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4378
NCPPB 4379	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4379
NCPPB 4380	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4380
NCPPB 4381	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4381
NCPPB 4383	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4383
NCPPB 4384	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4384
NCPPB 4385	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4385
NCPPB 4386	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4386
NCPPB 4387	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4387
NCPPB 4388	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4388
NCPPB 4389	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4389
NCPPB 4390	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4390
NCPPB 4391	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4391
NCPPB 4392	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4392
NCPPB 4393	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4393
NCPPB 4394	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4394
NCPPB 4395	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	https://ncppb.fera.co.uk/furtherinfo/4395
