ncppb_number	biosample_accession	ncbi_uid	discovery_tracks	discovery_tiers	organism	taxid	matched_identifier	matched_identifier_type	identifier_strength	matched_field	evidence_class	identity_match_status	taxonomy_status	identity_review_required	taxonomy_review_required	manual_review_required	decision	review_reason	conflicting_ncppb_numbers	source_url
NCPPB 3231	SAMEA3486273	3995578	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. phlei	487906	LMG 730	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA3486273
NCPPB 3230	SAMEA3486272	3995577	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. poae	227946	LMG 728	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA3486272
NCPPB 3229	SAMEA3486180	3995576	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. arrhenatheri LMG 727	1195923	LMG 727	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA3486180
NCPPB 4590	SAMEA114332011	37781856	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	LMG 9322	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA114332011
NCPPB 2959	SAMEA5613906	13863289	other_references	expected_genus:Xanthomonas	Xanthomonas populi	53414	LMG 5743	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA5613906
NCPPB 2475	SAMN26688428	26688428	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. viticola	487899	LMG 965	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN26688428
NCPPB 3236	SAMEA114331996	37783722	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. aurantifolii	76802	LMG 9179	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA114331996
NCPPB 4590	SAMN05003919	5003919	other_references	expected_genus:Xanthomonas	Xanthomonas citri	346	LMG 9322	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05003919
NCPPB 3586	SAMN04481177	4481177	other_references	expected_genus:Xanthomonas	Xanthomonas phaseoli pv. syngonii LMG 9055	1437878	LMG 9055	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN04481177
NCPPB 1833	SAMN04481176	4481176	other_references	expected_genus:Xanthomonas	Xanthomonas phaseoli pv. dieffenbachiae LMG 695	1437877	LMG 695	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN04481176
NCPPB 490	SAMEA2272013	2483705	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. mangiferaeindicae LMG 941	1156940	LMG 941	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA2272013
NCPPB 4409	SAMEA104393682	8295466	other_references	expected_genus:Xanthomonas	Xanthomonas arboricola pv. fragariae	487822	LMG 19145	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA104393682
NCPPB 381	SAMN02903172	2903172	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. fuscans	366649	LMG 826	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903172
NCPPB 985	SAMN02903999	2903999	other_references	expected_genus:Xanthomonas	Xanthomonas citri	346	LMG 7399	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN02903999
NCPPB 1833	SAMN02903992	2903992	other_references	expected_genus:Xanthomonas	Xanthomonas phaseoli pv. dieffenbachiae LMG 695	1437877	LMG 695	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903992
NCPPB 2968	SAMN05003920	5003920	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria	456327	LMG 27970	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05003920
NCPPB 2968	SAMN02903176	2903176	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria	456327	LMG 27970	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903176
NCPPB 422	SAMN05823154	5823154	other_references	expected_genus:Xanthomonas	Xanthomonas vesicatoria	56460	LMG 911	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05823154
NCPPB 4412	SAMN05003921	5003921	other_references	expected_genus:Xanthomonas	Xanthomonas alfalfae	366650	LMG 495	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05003921
NCPPB 701	SAMN03175440	3175440	other_references	expected_genus:Xanthomonas	Xanthomonas vesicatoria	56460	LMG 920	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN03175440
NCPPB 509	SAMN03175433	3175433	other_references	expected_genus:Xanthomonas	Xanthomonas vesicatoria	56460	LMG 919	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN03175433
NCPPB 4590	SAMN02903175	2903175	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	LMG 9322	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903175
NCPPB 3586	SAMN02903174	2903174	other_references	expected_genus:Xanthomonas	Xanthomonas phaseoli pv. syngonii LMG 9055	1437878	LMG 9055	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903174
NCPPB 457	SAMN02903173	2903173	other_references	expected_genus:Xanthomonas	Xanthomonas axonopodis pv. axonopodis	316581	LMG 982	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903173
NCPPB 4412	SAMN02903171	2903171	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria pv. alfalfae	359387	LMG 495	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903171
NCPPB 466	SAMN09425328	9425328	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. punicae	487838	LMG 859	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN09425328
NCPPB 2475	SAMEA3139044	3216490	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. viticola	487899	LMG 965	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMEA3139044
NCPPB 466	SAMEA3138416	3215862	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. punicae str. LMG 859	1085630	LMG 859	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA3138416
NCPPB 2594	SAMN03177544	3177544	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria	456327	LMG 933	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN03177544
NCPPB 4407	SAMN03265443	3265443	other_references	expected_genus:Xanthomonas	Xanthomonas sacchari	56458	LMG 476	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN03265443
NCPPB 2217	SAMEA5613848	13863231	other_references	expected_genus:Xylophilus	Xylophilus ampelinus	54067	LMG 5856	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA5613848
NCPPB 4466	SAMN40354561	40354561	other_references	expected_genus:Xanthomonas	Xanthomonas dyei	743699	WHRI 64A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354561
NCPPB 4631	SAMN40354518	40354518	other_references	expected_genus:Xanthomonas	Xanthomonas campestris	339	WHRI 8482	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354518
NCPPB 4601	SAMN36318506	36318506	other_references	expected_genus:Xanthomonas	Xanthomonas floridensis	1843580	WHRI 8848	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36318506
NCPPB 4600	SAMN27412262	27412262	other_references	expected_genus:Xanthomonas	Xanthomonas nasturtii	1843581	WHRI 8853	collection_number	strong	identifiers	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN27412262
NCPPB 4666	SAMN27412261	27412261	other_references	expected_genus:Xanthomonas	Xanthomonas nasturtii	1843581	WHRI 8984	collection_number	strong	identifiers	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN27412261
NCPPB 4669	SAMN36368340	36368340	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 8450A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368340
NCPPB 4670	SAMN36368317	36368317	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 3849A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368317
NCPPB 4661	SAMN36368309	36368309	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 3811	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368309
NCPPB 4671	SAMN36368308	36368308	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 1279A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368308
NCPPB 4668	SAMN36346923	36346923	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 6181	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36346923
NCPPB 4663	SAMN36293677	36293677	other_references	expected_genus:Xanthomonas	Xanthomonas campestris	339	WHRI 8960	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36293677
NCPPB 4665	SAMN36001542	36001542	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 8964	collection_number	strong	identifiers	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36001542
NCPPB 4664	SAMN36001541	36001541	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 8959A	collection_number	strong	identifiers	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36001541
NCPPB 4662	SAMN36001539	36001539	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 8909A	collection_number	strong	identifiers	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36001539
NCPPB 4660	SAMN36001536	36001536	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 8891A	collection_number	strong	identifiers	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36001536
NCPPB 4669	SAMN10440482	10440482	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 8450A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN10440482
NCPPB 4668	SAMN10440477	10440477	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 6181	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN10440477
NCPPB 4671	SAMN10440469	10440469	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 1279A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN10440469
NCPPB 4670	SAMN10440467	10440467	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 3849A	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN10440467
NCPPB 4661	SAMN10440464	10440464	other_references	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	WHRI 3811	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN10440464
NCPPB 4600	SAMN04922375	4922375	other_references	expected_genus:Xanthomonas	Xanthomonas nasturtii	1843581	WHRI 8853	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN04922375
NCPPB 4601	SAMN04922374	4922374	other_references	expected_genus:Xanthomonas	Xanthomonas floridensis	1843580	WHRI 8848	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN04922374
NCPPB 4666	SAMN09828208	9828208	other_references	expected_genus:Xanthomonas	Xanthomonas nasturtii	1843581	WHRI 8984	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN09828208
NCPPB 529	SAMEA119935316	52770781	other_references	expected_genus	Xanthomonas sp.	29446					no_exact_identifier	no_exact_identifier	same_genus_different_species	no	no	no	reject	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMEA119935316
