ncppb_number	snapshot_status	v1_current_name	v2_current_name	v1_other_references	v2_other_references	name_changed	other_references_changed
NCPPB 4374	present_in_both	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	The donor reference is 1497 This isolate is also in the collections; IBSBF 1497 This isolate was isolated by J.Neto The source of this isolate was IBSBF	The donor reference is 1497 This isolate is also in the collections; IBSBF 1497 This isolate was isolated by J.Neto The source of this isolate was IBSBF	no	no
NCPPB 4375	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	The donor reference is 1594 This isolate is also in the collections; IBSBF 1594, FDC 012 This isolate was isolated by R.P.Leite Jr. The source of this isolate was IBSBF	The donor reference is 1594 This isolate is also in the collections; IBSBF 1594, FDC 012 This isolate was isolated by R.P.Leite Jr. The source of this isolate was IBSBF	no	no
NCPPB 4376	present_in_both	Xanthomonas euvesicatoria pv. citrumelonis (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. citrumelonis (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	The donor reference is 1925 This isolate is also in the collections; IBSBF 1925, LMG 9325 This isolate was isolated by D.W.Gabriel The source of this isolate was IBSBF	The donor reference is 1925 This isolate is also in the collections; IBSBF 1925, LMG 9325 This isolate was isolated by D.W.Gabriel The source of this isolate was IBSBF	no	no
NCPPB 4377	present_in_both	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	The donor reference is 1583 This isolate is also in the collections; IBSBF 1583, Xc 90-78-4-3 This isolate was isolated by B.I.Canteros The source of this isolate was IBSBF	The donor reference is 1583 This isolate is also in the collections; IBSBF 1583, Xc 90-78-4-3 This isolate was isolated by B.I.Canteros The source of this isolate was IBSBF	no	no
NCPPB 4378	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is 034/LRA/05 This isolate is also in the collections; CFBP 7166 The source of this isolate was Valentine Aritua	The donor reference is 034/LRA/05 This isolate is also in the collections; CFBP 7166 The source of this isolate was Valentine Aritua	no	no
NCPPB 4379	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is KY44 The source of this isolate was Valentine Aritua	The donor reference is KY44 The source of this isolate was Valentine Aritua	no	no
NCPPB 4380	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is 038/KBA/05 The source of this isolate was Valentine Aritua	The donor reference is 038/KBA/05 The source of this isolate was Valentine Aritua	no	no
NCPPB 4381	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is 014/LUW/05 The source of this isolate was Valentine Aritua	The donor reference is 014/LUW/05 The source of this isolate was Valentine Aritua	no	no
NCPPB 4383	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is 071/WSK/05 The source of this isolate was Valentine Aritua	The donor reference is 071/WSK/05 The source of this isolate was Valentine Aritua	no	no
NCPPB 4384	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is 041/NSG/05 The source of this isolate was Valentine Aritua	The donor reference is 041/NSG/05 The source of this isolate was Valentine Aritua	no	no
NCPPB 4385	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is 031/KIB/05 The source of this isolate was Valentine Aritua	The donor reference is 031/KIB/05 The source of this isolate was Valentine Aritua	no	no
NCPPB 4386	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is 005/WKS/05 This isolate is also in the collections; CFBP 7167 The source of this isolate was Valentine Aritua	The donor reference is 005/WKS/05 This isolate is also in the collections; CFBP 7167 The source of this isolate was Valentine Aritua	no	no
NCPPB 4387	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is IMI 392223 This isolate is also in the collections; CFBP 7168 The source of this isolate was Valentine Aritua	The donor reference is IMI 392223 This isolate is also in the collections; CFBP 7168 The source of this isolate was Valentine Aritua	no	no
NCPPB 4388	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is IMI 392224 This isolate is also in the collections; CFBP 7169 The source of this isolate was Valentine Aritua	The donor reference is IMI 392224 This isolate is also in the collections; CFBP 7169 The source of this isolate was Valentine Aritua	no	no
NCPPB 4389	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is IMI 393640 This isolate is also in the collections; CFBP 7170 The source of this isolate was Valentine Aritua	The donor reference is IMI 393640 This isolate is also in the collections; CFBP 7170 The source of this isolate was Valentine Aritua	no	no
NCPPB 4390	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is IMI 393641 This isolate is also in the collections; CFBP 7171 The source of this isolate was Valentine Aritua	The donor reference is IMI 393641 This isolate is also in the collections; CFBP 7171 The source of this isolate was Valentine Aritua	no	no
NCPPB 4391	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is IMI 393646 This isolate is also in the collections; CFBP 7172 The source of this isolate was Valentine Aritua	The donor reference is IMI 393646 This isolate is also in the collections; CFBP 7172 The source of this isolate was Valentine Aritua	no	no
NCPPB 4392	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is 394051 This isolate is also in the collections; CFBP 7173 The source of this isolate was Valentine Aritua	The donor reference is 394051 This isolate is also in the collections; CFBP 7173 The source of this isolate was Valentine Aritua	no	no
NCPPB 4393	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is 394052 This isolate is also in the collections; CFBP 7174 The source of this isolate was Valentine Aritua	The donor reference is 394052 This isolate is also in the collections; CFBP 7174 The source of this isolate was Valentine Aritua	no	no
NCPPB 4394	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is 354053 This isolate is also in the collections; CFBP 7175 The source of this isolate was Valentine Aritua	The donor reference is 354053 This isolate is also in the collections; CFBP 7175 The source of this isolate was Valentine Aritua	no	no
NCPPB 4395	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	This isolate is also in the collections; CFBP 7176 The source of this isolate was Valentine Aritua	This isolate is also in the collections; CFBP 7176 The source of this isolate was Valentine Aritua	no	no
NCPPB 4397	present_in_both	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	The donor reference is ISBF 594 This isolate is also in the collections; ICMP 9278 This isolate was isolated by R.Neto The source of this isolate was ISBF	The donor reference is ISBF 594 This isolate is also in the collections; ICMP 9278 This isolate was isolated by R.Neto The source of this isolate was ISBF	no	no
NCPPB 4398	present_in_both	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	The donor reference is ISBF 595 This isolate is also in the collections; ICMP 9279 This isolate was isolated by R.Neto The source of this isolate was ISBF	The donor reference is ISBF 595 This isolate is also in the collections; ICMP 9279 This isolate was isolated by R.Neto The source of this isolate was ISBF	no	no
NCPPB 4399	present_in_both	Xanthomonas campestris pv. tardicrescens (McCulloch 1937) Dye 1978	Xanthomonas campestris pv. tardicrescens (McCulloch 1937) Dye 1978	The donor reference is ICMP 15863 This isolate is also in the collections; ICMP 15863 This isolate was isolated by I.Harvey The source of this isolate was ICMP	The donor reference is ICMP 15863 This isolate is also in the collections; ICMP 15863 This isolate was isolated by I.Harvey The source of this isolate was ICMP	no	no
NCPPB 4402	present_in_both	Xanthomonas axonopodis	Xanthomonas axonopodis	The donor reference is LMG 8237 This isolate is also in the collections; PD 772, LMG 8237 This isolate was isolated by P.D.Jaanse The source of this isolate was LMG	The donor reference is LMG 8237 This isolate is also in the collections; PD 772, LMG 8237 This isolate was isolated by P.D.Jaanse The source of this isolate was LMG	no	no
NCPPB 4403	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	The donor reference is ICMP 217-62 This isolate is also in the collections; ICMP 217, ATCC 9924 This isolate was isolated by R. Weindling The source of this isolate was ICMP	The donor reference is ICMP 217-62 This isolate is also in the collections; ICMP 217, ATCC 9924 This isolate was isolated by R. Weindling The source of this isolate was ICMP	no	no
NCPPB 4404	present_in_both	Xanthomonas campestris pv. thespesiae Patil & Kulkarni 1981	Xanthomonas campestris pv. thespesiae Patil & Kulkarni 1981	The donor reference is LMG 9057 This isolate is also in the collections; ICMP 7466; ITCC P33, LMG 9057 This isolate was isolated by Y.Kulkani The source of this isolate was LMG	The donor reference is LMG 9057 This isolate is also in the collections; ICMP 7466; ITCC P33, LMG 9057 This isolate was isolated by Y.Kulkani The source of this isolate was LMG	no	no
NCPPB 4405	present_in_both	Xanthomonas bromi Vauterin et al. 1995	Xanthomonas bromi Vauterin et al. 1995	The donor reference is LMG 8273 This isolate is also in the collections; ICMP 6482, Latch PRGRQ This isolate was isolated by G.Latch The source of this isolate was LMG	The donor reference is LMG 8273 This isolate is also in the collections; ICMP 6482, Latch PRGRQ This isolate was isolated by G.Latch The source of this isolate was LMG	no	no
NCPPB 4407	present_in_both	Xanthomonas sacchari Vauterin et al. 1995	Xanthomonas sacchari Vauterin et al. 1995	The donor reference is LMG 476 This isolate is also in the collections; Beramis 6, VdM9 The source of this isolate was LMG	The donor reference is LMG 476 This isolate is also in the collections; Beramis 6, VdM9 The source of this isolate was LMG	no	no
NCPPB 4409	present_in_both	Xanthomonas arboricola pv. fragariae Janse et al 2001	Xanthomonas arboricola pv. fragariae Janse et al 2001	The donor reference is LMG 19145 This isolate is also in the collections; LMG 19145, ISPAVE-B-641, PD 2780,SWINGS R-5214 The source of this isolate was LMG	The donor reference is LMG 19145 This isolate is also in the collections; LMG 19145, ISPAVE-B-641, PD 2780,SWINGS R-5214 The source of this isolate was LMG	no	no
NCPPB 4410	present_in_both	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	The donor reference is 8356 The source of this isolate was S.J.Roberts	The donor reference is 8356 The source of this isolate was S.J.Roberts	no	no
NCPPB 4411	present_in_both	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	The donor reference is 8394 The source of this isolate was S.J.Roberts	The donor reference is 8394 The source of this isolate was S.J.Roberts	no	no
NCPPB 4412	present_in_both	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	The donor reference is LMG 495 This isolate is also in the collections; LMG 495, ATCC 11765, CFBP 7686 This isolate was isolated by MK Patel	The donor reference is LMG 495 This isolate is also in the collections; LMG 495, ATCC 11765, CFBP 7686 This isolate was isolated by MK Patel	no	no
NCPPB 4413	present_in_both	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris (Pammel 1895) Dowson 1939	This isolate was isolated by h.stanford The source of this isolate was Diagnosis	This isolate was isolated by h.stanford The source of this isolate was Diagnosis	no	no
NCPPB 4414	present_in_both	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris (Pammel 1895) Dowson 1939	The donor reference is Protect 1599 This isolate is also in the collections; B950367 The source of this isolate was Protect	The donor reference is Protect 1599 This isolate is also in the collections; B950367 The source of this isolate was Protect	no	no
NCPPB 4415	present_in_both	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris (Pammel 1895) Dowson 1939	The donor reference is Protect 766 This isolate is also in the collections; A4833/B The source of this isolate was Protect	The donor reference is Protect 766 This isolate is also in the collections; A4833/B The source of this isolate was Protect	no	no
NCPPB 4416	missing_from_v2_snapshot	Xanthomonas campestris (Pammel 1895) Dowson 1939		The donor reference is Protect 765 This isolate is also in the collections; A4833/A The source of this isolate was Protect		no	no
NCPPB 4418	present_in_both	Xanthomonas campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris (Pammel 1895) Dowson 1939			no	no
NCPPB 4433	present_in_both	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	The donor reference is 20709953 This isolate is also in the collections; Cabi 395428 This isolate was isolated by Cabi The source of this isolate was Cabi	The donor reference is 20709953 This isolate is also in the collections; Cabi 395428 This isolate was isolated by Cabi The source of this isolate was Cabi	no	no
