ncppb_number	ncppb_current_name	snapshot_status	all_searchable_identifiers	confirmed_biosample_accessions	provisional_biosample_accessions	ncppb_track_biosample_accessions	other_references_track_biosample_accessions	historical_v1_recheck_biosample_accessions	assembly_accessions	assembly_levels	sra_run_accessions	bioproject_accessions	provisional_assembly_accessions	provisional_sra_run_accessions	provisional_bioproject_accessions	sequence_availability_category	identity_match_status	taxonomy_consistency_status	taxonomy_review_required	manual_review_required	review_reason	accepted_candidate_count	review_candidate_count	rejected_candidate_count
NCPPB 2985	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2985; CFBP 2533; ICMP 4321; LMG 7314; ZJ12	SAMEA6962649; SAMN24251549; SAMN09704270		SAMEA6962649	SAMEA6962649; SAMN24251549; SAMN09704270		GCF_903978215.1; GCF_021353095.1	Complete Genome; Scaffold	ERR4326261; ERR4327119; SRR17286018; SRR7628820	PRJEB38812; PRJNA790934; PRJNA482368				complete_genome_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		3	0	0
NCPPB 2986	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	present_in_v2_snapshot	NCPPB 2986; ICMP 4805; LMG 9037	SAMN22552830; SAMN17385948; SAMN36368323		SAMN22552830; SAMN17385948; SAMN36368323	SAMN17385948		GCF_020813115.1; GCA_035023805.1	Contig	SRR29823153; SRR14648466; SRR25205306	PRJNA774128; PRJNA693392; PRJNA988133				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		3	0	0
NCPPB 2987	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	present_in_v2_snapshot	NCPPB 2987; ICPB XP 237													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2997	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2997	SAMN42180198		SAMN42180198					SRR29655432; SRR30037605	PRJNA1130018				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2998	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2998	SAMN42180199		SAMN42180199					SRR29655431; SRR30037604	PRJNA1130018				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 3002	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	present_in_v2_snapshot	NCPPB 3002; ATCC 35933; ICMP 3125; LMG 5047; CFBP 2532	SAMN40354541; SAMN02440720		SAMN40354541	SAMN02440720		GCF_040202795.2; GCF_000482445.1	Complete Genome; Scaffold	SRR28281451; SRR30284785; SRR1592662; SRR1592663	PRJNA991976; PRJNA195863				complete_genome_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		2	0	0
NCPPB 3003	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3003; ICPB XB110; CFBP 2524; ICMP 194; ATCC 49082; LMG 7303	SAMN05559875			SAMN05559875		GCF_002940645.1	Scaffold		PRJNA338534				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 3005	Xanthomonas marantae Zagatto & Pereira 1963	present_in_v2_snapshot	NCPPB 3005; IBSP XM1	SAMN41997674		SAMN41997674			GCF_041228095.2	Complete Genome	SRR29501315; SRR30016870	PRJNA774146				complete_genome_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 3020	Xanthomonas graminis pv. graminis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 3020; 426 & 427													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3022	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	present_in_v2_snapshot	NCPPB 3022; CIAT 1185													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3024	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	present_in_v2_snapshot	NCPPB 3024; NC334													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3026	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	present_in_v2_snapshot	NCPPB 3026													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3027	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	present_in_v2_snapshot	NCPPB 3027													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3028	Xanthomonas fragariae Kennedy and King 1962	present_in_v2_snapshot	NCPPB 3028	SAMN39942674		SAMN39942674					SRR27965828	PRJNA991941				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 3035	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3035; CFBP 2534; ICMP 5834; ATCC 9563; XP20	SAMN41997685; SAMN03142817		SAMN41997685; SAMN03142817	SAMN41997685		GCF_041228065.2; GCF_000774035.1	Complete Genome; Contig	SRR29501375; SRR30037810; SRR2052883	PRJNA774146; PRJNA264819				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 3040	Xanthomonas graminis pv. graminis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 3040; A895													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3041	Xanthomonas graminis pv. graminis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 3041; A905													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3058	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3058													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3059	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3059; Z291	SAMEA247356; SAMEA4156338		SAMEA247356; SAMEA4156338										biosample_metadata_only_no_linked_sequence	confirmed_exact_ncppb_identifier	different_lineage	yes	yes	different_lineage	2	0	0
NCPPB 3060	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3060; N578													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3061	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3061; ICMP 8816; LMG 671													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3062	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3062; LMG 672; R704													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3066	Xanthomonas graminis pv. graminis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 3066; A960													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3078	Xanthomonas arboricola Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3078; ENA503													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	1
NCPPB 3079	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 3079; ICMP 8919; LMG 9053; ENA 2154	SAMN19988983		SAMN19988983			GCF_019201285.1	Contig	SRR15305429	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 3082	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 3082; ENA 2564													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3086	Xanthomonas axonopodis pv. desmodiilaxiflori (Pant & Kulkarni 1977) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3086; ICMP 6502; LMG 9046; ITCC 29	SAMN42278568		SAMN42278568			GCF_041475625.1	Complete Genome	SRR29692758; SRR30016546	PRJNA742925				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 3092	Xanthomonas axonopodis pv. clitoriae (Pandit & Kulkarni 1979) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3092; B7090; ICMP 6574; LMG 9045													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3110	Xanthomonas citri pv. anacardii (Ah-You et al. 2007) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3110; ENA 2530													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3114	Xanthomonas citri pv. merremiae (Pant & Kulkarni 1976) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 3114; ICMP 6747; LMG 9051	SAMN19988993		SAMN19988993			GCA_019201545.1	Contig	SRR15305415	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 3119	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3119													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3125	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3125													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3135	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3135													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3136	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3136													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3140	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 3140													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3155	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3155; 1192-IPV-BO													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3156	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3156													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3161	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3161; B6812													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3162	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3162; B6892b	SAMN22555461		SAMN22555461			GCF_020783685.1	Contig	SRR22272560	PRJNA774146				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 3168	Xanthomonas cucurbitae (ex Bryan 1926) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3168; B7147													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3169	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3169; CFBP 7114; B 7166													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3170	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3170; B7205													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3172	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3172; B7299													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3173	Xanthomonas euvesicatoria pv. coracanae (Desai et al. 1965) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3173; B7343													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3174	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 3174; B7344b	SAMN42161513		SAMN42161513			GCF_056725205.1	Complete Genome	SRR29644162; SRR30040140	PRJNA1129555				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 3176	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3176; B7380													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3177	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	present_in_v2_snapshot	NCPPB 3177; B7385													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3178	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3178; B7440a													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3182	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	present_in_v2_snapshot	NCPPB 3182; B 7567													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3187	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3187; CFBP 7115; 7613a													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3191	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3191; B7790; BM12													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3192	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3192; B7791													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3194	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3194; B7797													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3200	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 3200; B8059	SAMN42923733		SAMN42923733			GCF_056393585.1	Complete Genome	SRR30041396	PRJNA1129555				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 3204	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3204; B8327	SAMN42180200		SAMN42180200					SRR29655430; SRR30037603	PRJNA1130018				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 3207	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 3207; B8511													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3212	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 3212; B 8597													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3213	Xanthomonas campestris pv. bilvae Chakravarti et al. 1984	present_in_v2_snapshot	NCPPB 3213; B 8600; ICMP 8918	SAMN49561543; SAMEA3121378; SAMEA114332029		SAMN49561543; SAMEA3121378; SAMEA114332029			GCF_052883735.1; GCF_001497855.1; GCF_963669635.1	Complete Genome; Scaffold; Contig	ERR12095368	PRJNA1281506; PRJEB7165; PRJEB65884				complete_genome_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	3	0	0
NCPPB 3215	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 3215; B8613													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3218	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 3218; B8718	SAMN42161514		SAMN42161514			GCF_056725185.1	Complete Genome	SRR29644161; SRR30040139	PRJNA1129555				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 3229	Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024	present_in_v2_snapshot	NCPPB 3229; Xg 719; ICMP 7727; LMG 727; CFBP 2056; ATCC 33803	SAMN19468000; SAMEA3486180			SAMN19468000; SAMEA3486180		GCF_021919285.1; GCF_001282805.1	Complete Genome; Contig		PRJNA720632; PRJEB9902				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		2	0	0
NCPPB 3230	Xanthomonas graminis pv. poae Tambong et al. 2024	present_in_v2_snapshot	NCPPB 3230; ICMP 7726; LMG 728; CFBP 2057; ATCC 33804	SAMN05258173; SAMN19467923; SAMEA3486272			SAMN05258173; SAMN19467923; SAMEA3486272		GCF_001707435.1; GCF_021903515.1; GCF_001282765.1	Scaffold; Complete Genome; Contig	SRR5110800	PRJNA326107; PRJNA720632; PRJEB9904				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		3	0	0
NCPPB 3231	Xanthomonas graminis pv. phlei Tambong et al. 2024	present_in_v2_snapshot	NCPPB 3231; Xg 729; ICMP 7725; LMG 730; CFBP 2062; ATCC 33805	SAMN19467924; SAMEA3486273			SAMN19467924; SAMEA3486273		GCF_021906975.1; GCF_001282885.1	Complete Genome; Contig		PRJNA720632; PRJEB9905				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		2	0	0
NCPPB 3232	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3232; XC59; IBSP-164													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3233	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3233; XC70; LMG 9181; IBSF 512													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3234	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3234; XC62; 6501S		SAMEA114332007								GCF_963669835.1	ERR12095346	PRJEB65884	ambiguous_needs_review	provisional_exact_other_reference_identifier	same_name	no	yes	medium_identifier_requires_corroboration	0	1	0
NCPPB 3235	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3235; XC63													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 3236	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3236; XC64; ICMP 15806; LMG 9179; CFBP 2901	SAMD00253039; SAMEA114331996			SAMD00253039; SAMEA114331996		GCF_963669675.1	Contig	ERR12095335	PRJEB65884				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		2	0	0
NCPPB 3237	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 3237; XC69		SAMEA114332008; SAMN23026106								GCF_963669495.1; GCF_020879535.1	ERR12095347; SRR16936505	PRJEB65884; PRJNA779265	ambiguous_needs_review	provisional_exact_other_reference_identifier	same_name; same_genus_different_species	yes	yes	medium_identifier_requires_corroboration; medium_identifier_requires_corroboration; same_genus_different_species	0	2	0
