ncppb_number	ncppb_current_name	snapshot_status	all_searchable_identifiers	confirmed_biosample_accessions	provisional_biosample_accessions	ncppb_track_biosample_accessions	other_references_track_biosample_accessions	historical_v1_recheck_biosample_accessions	assembly_accessions	assembly_levels	sra_run_accessions	bioproject_accessions	provisional_assembly_accessions	provisional_sra_run_accessions	provisional_bioproject_accessions	sequence_availability_category	identity_match_status	taxonomy_consistency_status	taxonomy_review_required	manual_review_required	review_reason	accepted_candidate_count	review_candidate_count	rejected_candidate_count
NCPPB 2572	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2572; XV-69-1													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2573	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2573; LMG 929; XV-69-10													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2574	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2574; LMG 930; XV-69-23													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2575	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2575; LMG 931; XV-69-13													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2576	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2576; XV-E-3													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2586	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2586	SAMN42161505; SAMN22552828		SAMN42161505; SAMN22552828			GCF_041475775.1; GCF_020813175.1	Complete Genome; Contig	SRR29644170; SRR30040119; SRR29823156	PRJNA1129555; PRJNA774128				complete_genome_available	confirmed_exact_ncppb_identifier	same_name; compatible_synonym	no	no		2	0	0
NCPPB 2587	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2587													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2588	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2588													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2592	Xanthomonas euvesicatoria pv. betae (Robbs et al. 1981) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2592; ENA-2078; ICMP 8917; LMG 9040													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2593	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2593; LMG 932; ENA-804													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2594	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2594; LMG 933; ENA-734	SAMN03177544			SAMN03177544		GCF_001691375.1	Contig	SRR4714149	PRJNA267091				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 2595	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2595; ENA-76													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2597	Xanthomonas cucurbitae (ex Bryan 1926) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2597; ICMP 2299; LMG 690; DSM 18957; CFBP 2542	SAMN05560221			SAMN05560221		GCF_002939885.1	Scaffold		PRJNA338616				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 2605	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2605; A493													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2614	Xanthomonas campestris pv. viticola (Nayudu 1972) Dye 1978	present_in_v2_snapshot	NCPPB 2614; ICMP 3865													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2615	Xanthomonas campestris pv. viticola (Nayudu 1972) Dye 1978	present_in_v2_snapshot	NCPPB 2615													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2616	Xanthomonas campestris pv. viticola (Nayudu 1972) Dye 1978	present_in_v2_snapshot	NCPPB 2616													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2632	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2632; D119	SAMN42161506		SAMN42161506			GCF_041228075.1	Complete Genome	SRR29644169; SRR30016876	PRJNA1085284; PRJNA1129555				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2649	Xanthomonas vasicola pv. arecae (Rao & Mohan 1970) Dye 1978. emend. Studholme et al., 2020	present_in_v2_snapshot	NCPPB 2649; ICMP 5719; LMG 533	SAMN03140274		SAMN03140274			GCF_000770355.2	Complete Genome		PRJNA264725				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2654	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2654; C783	SAMN42161507; SAMN35699823		SAMN42161507; SAMN35699823			GCF_056725245.1; GCF_030287385.1	Complete Genome; Contig	SRR29644168; SRR30040118	PRJNA1129555; PRJNA774146				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 2665	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2665; IPV-BO 193; LMG 841; BO 193	SAMN03142403		SAMN03142403			GCF_000775195.1	Contig	SRR2052428	PRJNA264776				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2695	Xanthomonas graminis pv. graminis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 2695													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2696	Xanthomonas graminis pv. graminis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 2696													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2697	Xanthomonas graminis pv. graminis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 2697													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2698	Xanthomonas graminis pv. graminis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 2698													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2699	Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024	present_in_v2_snapshot	NCPPB 2699													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2700	Xanthomonas graminis pv. graminis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 2700; ICMP 5733; LMG 726; ATCC 29091; CFBP 2053	SAMN03892232; SAMN18876882			SAMN03892232; SAMN18876882		GCF_001269865.1; GCF_021903375.1	Scaffold; Complete Genome		PRJNA290469; PRJNA720632				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		2	0	0
NCPPB 2701	Xanthomonas graminis pv. graminis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 2701													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2817	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 2817; 4081													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2819	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 2819; 4230													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2820	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2820; 5262		SAMN41996496								GCF_041228085.2	SRR29500232; SRR30016866	PRJNA1127218	ambiguous_needs_review	conflicting_exact_identifier	same_genus_different_species	yes	yes	conflicting_ncppb_identifier	0	1	0
NCPPB 2821	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2821; 5523; ICMP 5755; LMG 892; ATCC 35935; CFBP 2055	SAMN18753780			SAMN18753780		GCF_021903275.1	Complete Genome		PRJNA720632				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 2822	Xanthomonas translucens pv. secalis (Reddy et al. 1924) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2822; 5558; ICMP 5749; LMG 883; CFBP 2539	SAMN18753387			SAMN18753387		GCF_021903295.1	Complete Genome		PRJNA720632				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 2825	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2825; 5670													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2826	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2826; 5673													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2827	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 2827; 5690		SAMN39911788								GCF_040201955.1	SRR27937225; SRR30293612	PRJNA991976	ambiguous_needs_review	provisional_exact_other_reference_identifier	same_genus_different_species	yes	yes	medium_identifier_requires_corroboration; same_genus_different_species	0	1	0
NCPPB 2828	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2828; 5777													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2829	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2829; 5781													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2831	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	present_in_v2_snapshot	NCPPB 2831; 5897													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2832	Xanthomonas citri pv. aracearum (Berniac 1974) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2832; ICMP 5381; LMG 532	SAMN42278575		SAMN42278575					SRR29692760	PRJNA742925				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2834	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2834; UKP 33													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2835	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2835; UKP 37													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2836	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2836													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2837	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2837; UKP 783													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2838	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2838; UKP 765													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2839	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2839; UKP 784													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2840	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2840; UKP 852													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2856	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2856; C798	SAMN42161508		SAMN42161508			GCF_056675635.1	Contig	SRR29644167	PRJNA1129555				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2857	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	present_in_v2_snapshot	NCPPB 2857; C799	SAMN36346974		SAMN36346974			GCA_035026865.1	Contig	SRR25183327	PRJNA988133				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2859	Stenotrophomonas sp.	present_in_v2_snapshot	NCPPB 2859													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2864	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2864	SAMN42161509		SAMN42161509			GCF_056675615.1	Contig	SRR29644166	PRJNA1129555				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2865	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2865	SAMN42161510		SAMN42161510			GCF_041475785.1	Complete Genome	SRR29644165; SRR30040143	PRJNA1129555				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2866	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2866	SAMN42161511		SAMN42161511			GCF_041475745.1	Complete Genome	SRR29644164; SRR30040142	PRJNA1129555				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2876	Xanthomonas campestris pv. cannabis Severin 1978	present_in_v2_snapshot	NCPPB 2876													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2877	Xanthomonas campestris pv. cannabis Severin 1978	present_in_v2_snapshot	NCPPB 2877; ICMP 6570; LMG 9042; CCUG 28779; DSMZ 44278; ATCC 49725	SAMN03164131		SAMN03164131			GCF_000802365.1	Contig	SRR4718189	PRJNA266578				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 2879	Xanthomonas campestris pv. cannabis Severin 1978	present_in_v2_snapshot	NCPPB 2879; XC12													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2885	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2885; G21.5													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	1
NCPPB 2894	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2894													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2896	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2896; 164/7													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2898	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2898; ICMP 7080; A724A													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2904	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2904; A736													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2910	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2910; B5271													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2914	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	present_in_v2_snapshot	NCPPB 2914; B5300	SAMN42180190		SAMN42180190			GCF_053571525.1	Contig	SRR29655369; SRR30037967	PRJNA1130015				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2918	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2918; BS469	SAMN57360828; SAMN22552833		SAMN57360828; SAMN22552833			GCF_057218975.1; GCF_020813055.1	Contig	SRR38178864; SRR29823155	PRJNA485808; PRJNA774128				draft_assembly_available	confirmed_exact_ncppb_identifier	compatible_synonym	no	no		2	0	0
NCPPB 2919	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2919; B5530; CBZII 5972													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2920	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2920; B5562													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2921	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	present_in_v2_snapshot	NCPPB 2921; B5566; PP1312/60													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2922	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2922; B5577	SAMN43286070; SAMN42485110		SAMN43286070; SAMN42485110			GCF_041520885.1	Contig	SRR30327310; SRR29821703	PRJNA485808				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name; taxonomy_unresolved	yes	yes	taxonomy_unresolved	2	0	0
NCPPB 2925	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2925; B5582													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2927	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2927; B5632													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2928	Xanthomonas campestris pv. azadirachtae (Desai et al.1966) Dye 1978	present_in_v2_snapshot	NCPPB 2928; B5643; N318													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	2
NCPPB 2930	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2930; B5806; PP223	SAMN41764005		SAMN41764005			GCF_042867205.1	Scaffold	SRR29357488	PRJNA1085284				draft_assembly_available	confirmed_exact_ncppb_identifier	different_lineage	yes	yes	different_lineage	1	0	0
NCPPB 2931	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	present_in_v2_snapshot	NCPPB 2931; B5830													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2932	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 2932; B5480	SAMN19988982		SAMN19988982			GCF_019201325.1	Contig	SRR15305431	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 2933	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2933; B6132	SAMN42161512		SAMN42161512			GCF_056725225.1	Complete Genome	SRR29644163; SRR30040141	PRJNA1129555				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2934	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 2934; B6141													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2935	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 2935; B6144													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2936	Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2936; B 6149													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2938	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	present_in_v2_snapshot	NCPPB 2938; B6617													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2949	Xanthomonas fragariae Kennedy and King 1962	present_in_v2_snapshot	NCPPB 2949; DAR 26146	SAMN39942673		SAMN39942673					SRR27965829	PRJNA991941				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2953	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	present_in_v2_snapshot	NCPPB 2953; ICPB XP228													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2955	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	present_in_v2_snapshot	NCPPB 2955; ICPB XP230													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2959	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	present_in_v2_snapshot	NCPPB 2959; ICMP 5816; ICPB XP231; ATCC 51165; CFBP 1817; LMG 5743	SAMN05560300; SAMN43284582; SAMD00253073; SAMEA5613906			SAMN05560300; SAMN43284582; SAMD00253073; SAMEA5613906		GCF_002940065.1; GCA_042665655.1	Scaffold; Contig	ERR3330981	PRJNA338640; PRJNA595761; PRJEB32402				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		4	0	0
NCPPB 2960	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	present_in_v2_snapshot	NCPPB 2960; ICPB XP232													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2963	Xanthomonas populi subsp. populi (ex Ridé 1958) van den Mooter & Swings 1990	present_in_v2_snapshot	NCPPB 2963; S62b; ICPB XP235													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2965	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2965; IBBF-105													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2967	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2967; IBBF-165													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2968	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2968; ATCC 11633; DSM 19128; CFBP 6864; LMG 27970; XV25	SAMN23026081; SAMN05003920; SAMN02903176			SAMN23026081; SAMN05003920; SAMN02903176		GCF_020880415.1; GCF_001401555.1	Contig	SRR16936533; SRR3530404; SRR1509955	PRJNA779265; PRJNA321803; PRJNA254374				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		3	0	0
NCPPB 2969	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 2969; ATCC 33915; CFBP 2523; ICMP 196; LMG 494; DSMZ 3583	SAMN37985479; SAMN37985478; SAMN37985477; SAMN37985476; SAMN37985475; SAMN37985474; SAMN37985473; SAMN37985472; SAMN37985471; SAMN37985470; SAMN37985469; SAMN05526486			SAMN37985479; SAMN37985478; SAMN37985477; SAMN37985476; SAMN37985475; SAMN37985474; SAMN37985473; SAMN37985472; SAMN37985471; SAMN37985470; SAMN37985469; SAMN05526486		GCF_002939705.1	Scaffold	SRR26525693; SRR26525694; SRR26525691; SRR26525692; SRR26525689; SRR26525690; SRR26525687; SRR26525688; SRR26525683; SRR26525684; SRR26525679; SRR26525680; SRR26525685; SRR26525686; SRR26525681; SRR26525682; SRR26525677; SRR26525678; SRR26525675; SRR26525676; SRR26525673; SRR26525674	PRJNA1032123; PRJNA338244				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		12	0	5
NCPPB 2970	Xanthomonas campestris pv. papavericola (Bryan and McWhorter 1930) Dye 1978	present_in_v2_snapshot	NCPPB 2970; ATCC 14179; ICMP 220; LMG 809; ICPB XP5	SAMN22552843		SAMN22552843			GCF_020813015.2	Contig	SRR27397525; SRR29823154	PRJNA774128				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2973	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 2973; ATCC 11638; ICPB XC112; ICMP 358; LMG 675; CFBP 2973; XC18	SAMN42178454		SAMN42178454			GCF_053646635.1	Complete Genome	SRR29654627; SRR30037585	PRJNA1129911				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 2977	Xanthomonas citri pv. thirumalacharii (Padhya & Patel 1964) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 2977													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2978	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	present_in_v2_snapshot	NCPPB 2978; ICMP 2372; LMG 9059													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2982	Xanthomonas cissicola (Takimoto 1939) Rudra and Gupta 2021	present_in_v2_snapshot	NCPPB 2982; ICMP 8561; LMG 2167; ATCC 33616; CFBP 2432													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 2983	Xanthomonas campestris pv. phormiicola (Takimoto 1933) Dye 1978	present_in_v2_snapshot	NCPPB 2983; ICMP 4294; LMG 702	SAMN22555472		SAMN22555472			GCF_020783715.1	Contig	SRR22272563	PRJNA774146				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
