ncppb_number	current_name	name_as_received	other_references	other_collection_numbers	identifier_candidates	current_search_identifiers	high_confidence_identifiers	manual_only_identifiers	has_confirmed_biosample	accepted_biosample_count	accepted_biosample_accessions	accepted_biosample_organisms	accepted_biosample_titles	matched_identifiers	matched_identifier_types	review_candidate_count	non_xanthomonas_review_rows	no_hit_rows	conflict_rows	conflicting_accessions	taxon_only_rows	taxon_only_accessions	rescue_candidate_count	rescue_candidate_accessions	accepted_needs_review_count	accepted_needs_review_accessions	top_reject_reasons	search_result_review_status	review_priority	review_note
NCPPB 3026	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987		This isolate was isolated by S. Grasso 3		GRASSO 3	GRASSO 3		GRASSO 3	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3027	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987		This isolate was isolated by S. Grasso 6		GRASSO 6	GRASSO 6		GRASSO 6	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3028	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	This isolate was isolated by J.R. Neto X-84		X 84	X 84		X 84	yes	1	SAMN39942674	Xanthomonas fragariae	Microbe sample from Xanthomonas fragariae	NCPPB 3028	ncppb_number	100	100	0	0		0		0		0		non_xanthomonas_organism:100	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 3035	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	This isolate is also in the collections; CFBP 2534, ICMP 5834, ATCC 9563, The source of this isolate was ex ATCC 9563 ex W.H. Burkholder XP20	CFBP 2534; ICMP 5834; ATCC 9563	CFBP 2534; ICMP 5834; ATCC 9563; XP 20	CFBP 2534; ICMP 5834; ATCC 9563; XP 20	CFBP 2534; ICMP 5834; ATCC 9563		yes	3	SAMN41997685; SAMN03142817	Xanthomonas phaseoli pv. phaseoli	Microbe sample from Xanthomonas phaseoli pv. phaseoli	NCPPB 3035	ncppb_number	103	101	2	0		0		0		0		non_xanthomonas_organism:101; query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 3040	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	This isolate was isolated by J.E. Sellwood A895		A 895	A 895		A 895	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3041	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	This isolate was isolated by P. Roberts A905		A 905	A 905		A 905	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3058	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978							no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3059	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	This isolate was isolated by H. Maraite Z291		Z 291	Z 291		Z 291	no	0						18	15	0	3	SAMN17385960; SAMN17385948; SAMN17385947	0		3	SAMN17385947; SAMN17385948; SAMN17385960	0		non_xanthomonas_organism:15; conflicting_ncppb_number:1946:1; conflicting_ncppb_number:2986:1; conflicting_ncppb_number:347:1	manual_review_required	P2_conflicting_identifier_review	Rejected/review candidates include conflicting NCPPB numbers.
NCPPB 3060	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	This isolate was isolated by H. Maraite N578		N 578	N 578		N 578	no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3061	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas campestris pv. cassavae	This isolate is also in the collections; ICMP 8816, LMG 671 This isolate was isolated by M. Maraite R662	ICMP 8816; LMG 671	ICMP 8816; LMG 671; R 662	ICMP 8816; LMG 671; R 662	ICMP 8816; LMG 671	R 662	no	0						103	100	3	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:3	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3062	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas campestris pv. cassavae	This isolate is also in the collections; LMG 672 This isolate was isolated by M. Maraite R704	LMG 672	LMG 672; R 704	LMG 672; R 704	LMG 672	R 704	no	0						70	69	1	0		0		0		0		non_xanthomonas_organism:69; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3066	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	This isolate was isolated by J.E. Sellwood A960		A 960	A 960		A 960	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3078	Xanthomonas arboricola Vauterin et al. 1995		The donor reference is ENA503 This isolate was isolated by ex A. Frenhani		ENA 503	ENA 503			no	0						101	99	1	0		1	SAMEA114922136	1	SAMEA114922136	0		non_xanthomonas_organism:99; query_returned_no_biosample_records:1; no_exact_strain_identifier_match:1	manual_review_required	P3_taxon_only_review	Target-taxon BioSample candidates exist but no exact strain identifier was found.
NCPPB 3079	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023		This isolate is also in the collections; ICMP 8919, LMG 9053 This isolate was isolated by C.F. Robbs ENA 2154	ICMP 8919; LMG 9053	ICMP 8919; LMG 9053; ENA 2154	ICMP 8919; LMG 9053; ENA 2154	ICMP 8919; LMG 9053		yes	1	SAMN19988983	Xanthomonas campestris pv. paulliniae	Microbe sample from Xanthomonas campestris pv. paulliniae	NCPPB 3079	ncppb_number	13	11	2	0		0		0		0		non_xanthomonas_organism:11; query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 3082	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023		This isolate was isolated by C.F. Robbs ENA 2564		ENA 2564	ENA 2564			no	0						9	8	1	0		0		0		0		non_xanthomonas_organism:8; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3086	Xanthomonas axonopodis pv. desmodiilaxiflori (Pant & Kulkarni 1977) Vauterin et al. 1995	Xanthomonas desmodiilaxiflori Pant & Kulkarni 1977	This isolate is also in the collections; ICMP 6502, LMG 9046 The source of this isolate was ex ITCC 29 ex N.M. Pant	ICMP 6502; LMG 9046	ICMP 6502; LMG 9046; ITCC 29	ICMP 6502; LMG 9046; ITCC 29	ICMP 6502; LMG 9046; ITCC 29		yes	2	SAMN42278568	Xanthomonas axonopodis pv. desmodiilaxiflori	Genome sequencing of Xanthomonas axonopodis pv. desmodiilaxiflori (Pant & Kulkarni 1977) Vauterin et al. 1995 NCPPB 3086	NCPPB 3086	ncppb_number	2	1	1	0		0		0		0		query_returned_no_biosample_records:1; non_xanthomonas_organism:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 3092	Xanthomonas axonopodis pv. clitoriae (Pandit & Kulkarni 1979) Vauterin et al. 1995	Xanthomonas campestris f.sp . clitoriae	The donor reference is B7090 This isolate is also in the collections; ICMP 6574, LMG 9045 This isolate was isolated by ex Y.S. Kulkarni	ICMP 6574; LMG 9045	ICMP 6574; LMG 9045; B 7090	ICMP 6574; LMG 9045; B 7090	ICMP 6574; LMG 9045	B 7090	no	0						5	2	3	0		0		0		0		query_returned_no_biosample_records:3; non_xanthomonas_organism:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3110	Xanthomonas citri pv. anacardii (Ah-You et al. 2007) Constantin et al. 2016 comb. nov.		This isolate was isolated by C.F. Robbs ENA 2530		ENA 2530	ENA 2530			no	0						8	7	1	0		0		0		0		non_xanthomonas_organism:7; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3114	Xanthomonas citri pv. merremiae (Pant & Kulkarni 1976) Harrison et al. 2023		This isolate is also in the collections; ICMP 6747, LMG 9051 This isolate was isolated by ex N.M. Pant P30 The source of this isolate was ex ITCC	ICMP 6747; LMG 9051	ICMP 6747; LMG 9051; P 30	ICMP 6747; LMG 9051; P 30	ICMP 6747; LMG 9051	P 30	yes	1	SAMN19988993	Xanthomonas campestris pv. merremiae	Microbe sample from Xanthomonas campestris pv. merremiae	NCPPB 3114	ncppb_number	102	100	2	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:2	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 3119	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas campestris pv. pelargoniiXanthomonas campestris pv. pelargonii	This isolate was isolated by ex J. Mahillon						no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3125	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.		This isolate was isolated by M.L. Moffett 0839		MOFFETT 0839	MOFFETT 0839		MOFFETT 0839	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3135	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979							no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3136	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	This isolate was isolated by J.R. Neto 246		NETO 246	NETO 246		NETO 246	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3140	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023		The donor reference is 120		IS 120			IS 120	no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3155	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas campestris pv. pruni	This isolate was isolated by C. Bazzi 1192-IPV-BO		BAZZI 1192-IPV-BO	BAZZI 1192-IPV-BO		BAZZI 1192-IPV-BO	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3156	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas campestris pv. pruni	This isolate was isolated by U. Mazzucchi 1236 IPV-BO		MAZZUCCHI 1236	MAZZUCCHI 1236		MAZZUCCHI 1236	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3161	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	The donor reference is B6812 This isolate was isolated by ex G. Persley C6		B 6812; C 6	B 6812; C 6		B 6812; C 6	no	0						116	115	1	0		0		0		0		non_xanthomonas_organism:115; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3162	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	Xanthomonas holcicola Elliott 1930	This isolate was isolated by J.F. Bradbury B6892b		B 6892B	B 6892B		B 6892B	yes	1	SAMN22555461	Xanthomonas citri	Microbe sample from Xanthomonas citri	NCPPB 3162	ncppb_number	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 3168	Xanthomonas cucurbitae (ex Bryan 1926) Vauterin et al. 1995	Xanthomonas campestris pv. cucurbitae	The donor reference is B7147		B 7147	B 7147		B 7147	no	0						13	12	1	0		0		0		0		non_xanthomonas_organism:12; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3169	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	This isolate is also in the collections; CFBP 7114 This isolate was isolated by J.F. Bradbury B 7166	CFBP 7114	CFBP 7114; B 7166	CFBP 7114; B 7166	CFBP 7114	B 7166	no	0						22	20	2	0		0		0		0		non_xanthomonas_organism:20; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3170	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978	This isolate was isolated by J.F. Bradbury B7205		B 7205	B 7205		B 7205	no	0						18	17	1	0		0		0		0		non_xanthomonas_organism:17; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3172	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	The donor reference is B7299 This isolate was isolated by ex G. Persley 1		B 7299; PERSLEY 1	B 7299; PERSLEY 1		B 7299; PERSLEY 1	no	0						13	11	2	0		0		0		0		non_xanthomonas_organism:11; query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3173	Xanthomonas euvesicatoria pv. coracanae (Desai et al. 1965) Constantin et al. 2016 comb. nov.	Xanthomonas campestris pv. coracanae (Desai et al. 1965) Dye 1978	This isolate was isolated by J.F. Bradbury B7343		B 7343	B 7343		B 7343	no	0						19	18	1	0		0		0		0		non_xanthomonas_organism:18; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3174	Xanthomonas sp. Dowson 1939	Xanthomonas sp.	The donor reference is B7344b This isolate was isolated by J.f. Bradbury		B 7344B	B 7344B		B 7344B	yes	1	SAMN42161513	Xanthomonas sp. NCPPB 3174	Genome sequencing of Xanthomonas sp. NCPPB 3174	NCPPB 3174	ncppb_number	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 3176	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978	This isolate was isolated by J.F. Bradbury B7380		B 7380	B 7380		B 7380	no	0						13	12	1	0		0		0		0		non_xanthomonas_organism:12; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3177	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas campestris pv. oryzae(Ishiyama 1922) Dye 1978	The donor reference is B7385 This isolate was isolated by ex N.M. Kalyni No3		B 7385; NO 3	B 7385; NO 3		B 7385; NO 3	no	0						109	108	1	0		0		0		0		non_xanthomonas_organism:108; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3178	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978	This isolate was isolated by J.F. Bradbury B7440a		B 7440A	B 7440A		B 7440A	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3182	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978		This isolate was isolated by J.F. Bradbury B 7567		B 7567	B 7567		B 7567	no	0						43	42	1	0		0		0		0		non_xanthomonas_organism:42; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 3187	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	This isolate is also in the collections; CFBP 7115 This isolate was isolated by J.F. Bradbury B 7613a	CFBP 7115	CFBP 7115; B 7613A	CFBP 7115; B 7613A	CFBP 7115	B 7613A	no	0						3	0	3	0		0		0		0		query_returned_no_biosample_records:3	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
