ncppb_number,term_type,search_term
NCPPB 2665,current_name_plus_number,"""Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov."" ""NCPPB 2665"""
NCPPB 2665,received_name_plus_number,"""Xanthomonas phaseoli (Smith 1897) Dowson 1939"" ""NCPPB 2665"""
NCPPB 2665,alternative_name_plus_number,"""Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978 Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995"" ""NCPPB 2665"""
NCPPB 2665,other_collection_number,LMG 841
NCPPB 2695,ncppb_number,NCPPB 2695
NCPPB 2695,ncppb_number_compact,NCPPB2695
NCPPB 2695,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2695"
NCPPB 2695,current_name_plus_number,"""Xanthomonas graminis pv. graminis Tambong et al. 2024"" ""NCPPB 2695"""
NCPPB 2695,received_name_plus_number,"""Xanthomonas graminis Egli et al. 1975"" ""NCPPB 2695"""
NCPPB 2695,alternative_name_plus_number,"""Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978"" ""NCPPB 2695"""
NCPPB 2696,ncppb_number,NCPPB 2696
NCPPB 2696,ncppb_number_compact,NCPPB2696
NCPPB 2696,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2696"
NCPPB 2696,current_name_plus_number,"""Xanthomonas graminis pv. graminis Tambong et al. 2024"" ""NCPPB 2696"""
NCPPB 2696,received_name_plus_number,"""Xanthomonas graminis Egli et al. 1975"" ""NCPPB 2696"""
NCPPB 2696,alternative_name_plus_number,"""Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978"" ""NCPPB 2696"""
NCPPB 2697,ncppb_number,NCPPB 2697
NCPPB 2697,ncppb_number_compact,NCPPB2697
NCPPB 2697,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2697"
NCPPB 2697,current_name_plus_number,"""Xanthomonas graminis pv. graminis Tambong et al. 2024"" ""NCPPB 2697"""
NCPPB 2697,received_name_plus_number,"""Xanthomonas graminis Egli et al. 1975"" ""NCPPB 2697"""
NCPPB 2697,alternative_name_plus_number,"""Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978"" ""NCPPB 2697"""
NCPPB 2698,ncppb_number,NCPPB 2698
NCPPB 2698,ncppb_number_compact,NCPPB2698
NCPPB 2698,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2698"
NCPPB 2698,current_name_plus_number,"""Xanthomonas graminis pv. graminis Tambong et al. 2024"" ""NCPPB 2698"""
NCPPB 2698,received_name_plus_number,"""Xanthomonas graminis Egli et al. 1975"" ""NCPPB 2698"""
NCPPB 2698,alternative_name_plus_number,"""Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978"" ""NCPPB 2698"""
NCPPB 2699,ncppb_number,NCPPB 2699
NCPPB 2699,ncppb_number_compact,NCPPB2699
NCPPB 2699,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2699"
NCPPB 2699,current_name_plus_number,"""Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024"" ""NCPPB 2699"""
NCPPB 2699,received_name_plus_number,"""Xanthomonas graminis"" ""NCPPB 2699"""
NCPPB 2699,alternative_name_plus_number,"""Xanthomonas campestris pv. arrhenatheri Egli & Schmidt 1982"" ""NCPPB 2699"""
NCPPB 2700,ncppb_number,NCPPB 2700
NCPPB 2700,ncppb_number_compact,NCPPB2700
NCPPB 2700,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2700"
NCPPB 2700,current_name_plus_number,"""Xanthomonas graminis pv. graminis Tambong et al. 2024"" ""NCPPB 2700"""
NCPPB 2700,received_name_plus_number,"""Xanthomonas graminis Egli et al. 1975"" ""NCPPB 2700"""
NCPPB 2700,alternative_name_plus_number,"""Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978"" ""NCPPB 2700"""
NCPPB 2700,other_collection_number,ICMP 5733
NCPPB 2700,other_collection_number,LMG 726
NCPPB 2700,other_collection_number,ATCC 29091
NCPPB 2700,other_collection_number,CFBP 2053
NCPPB 2701,ncppb_number,NCPPB 2701
NCPPB 2701,ncppb_number_compact,NCPPB2701
NCPPB 2701,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2701"
NCPPB 2701,current_name_plus_number,"""Xanthomonas graminis pv. graminis Tambong et al. 2024"" ""NCPPB 2701"""
NCPPB 2701,received_name_plus_number,"""Xanthomonas graminis Egli et al. 1975"" ""NCPPB 2701"""
NCPPB 2701,alternative_name_plus_number,"""Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978"" ""NCPPB 2701"""
NCPPB 2817,ncppb_number,NCPPB 2817
NCPPB 2817,ncppb_number_compact,NCPPB2817
NCPPB 2817,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2817"
NCPPB 2817,current_name_plus_number,"""Xanthomonas cerealis pv. cerealis Tambong et al. 2024"" ""NCPPB 2817"""
NCPPB 2817,received_name_plus_number,"""Xanthomonas translucens f.sp cerealis Hagborg 1942"" ""NCPPB 2817"""
NCPPB 2817,alternative_name_plus_number,"""Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978"" ""NCPPB 2817"""
NCPPB 2819,ncppb_number,NCPPB 2819
NCPPB 2819,ncppb_number_compact,NCPPB2819
NCPPB 2819,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2819"
NCPPB 2819,current_name_plus_number,"""Xanthomonas cerealis pv. cerealis Tambong et al. 2024"" ""NCPPB 2819"""
NCPPB 2819,received_name_plus_number,"""Xanthomonas translucens f.sp cerealis Hagborg 1942"" ""NCPPB 2819"""
NCPPB 2819,alternative_name_plus_number,"""Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978"" ""NCPPB 2819"""
NCPPB 2820,ncppb_number,NCPPB 2820
NCPPB 2820,ncppb_number_compact,NCPPB2820
NCPPB 2820,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2820"
NCPPB 2820,current_name_plus_number,"""Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995"" ""NCPPB 2820"""
NCPPB 2820,received_name_plus_number,"""X. translucens f. sp. hordei"" ""NCPPB 2820"""
NCPPB 2820,alternative_name_plus_number,"""Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978"" ""NCPPB 2820"""
NCPPB 2821,ncppb_number,NCPPB 2821
NCPPB 2821,ncppb_number_compact,NCPPB2821
NCPPB 2821,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2821"
NCPPB 2821,current_name_plus_number,"""Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995"" ""NCPPB 2821"""
NCPPB 2821,received_name_plus_number,"""Xanthomonas translucens f.sp . undulosa Smith et al. 1919"" ""NCPPB 2821"""
NCPPB 2821,alternative_name_plus_number,"""Xanthomonas campestris pv. undulosa (Smith et al. 1919) Dye 1978"" ""NCPPB 2821"""
NCPPB 2821,other_collection_number,ICMP 5755
NCPPB 2821,other_collection_number,LMG 892
NCPPB 2821,other_collection_number,ATCC 35935
NCPPB 2821,other_collection_number,CFBP 2055
NCPPB 2822,ncppb_number,NCPPB 2822
NCPPB 2822,ncppb_number_compact,NCPPB2822
NCPPB 2822,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2822"
NCPPB 2822,current_name_plus_number,"""Xanthomonas translucens pv. secalis (Reddy et al. 1924) Vauterin et al. 1995"" ""NCPPB 2822"""
NCPPB 2822,received_name_plus_number,"""Xanthomonas translucens f.sp . secalis Reddy et al. 1924"" ""NCPPB 2822"""
NCPPB 2822,alternative_name_plus_number,"""Xanthomonas campestris pv. secalis (Reddy et al. 1924) Dye 1978"" ""NCPPB 2822"""
NCPPB 2822,other_collection_number,ICMP 5749
NCPPB 2822,other_collection_number,LMG 883
NCPPB 2822,other_collection_number,CFBP 2539
NCPPB 2825,ncppb_number,NCPPB 2825
NCPPB 2825,ncppb_number_compact,NCPPB2825
NCPPB 2825,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2825"
NCPPB 2825,current_name_plus_number,"""Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995"" ""NCPPB 2825"""
NCPPB 2825,received_name_plus_number,"""Xanthomonas translucens f.sp . undulosa Smith et al. 1919"" ""NCPPB 2825"""
NCPPB 2825,alternative_name_plus_number,"""Xanthomonas campestris pv. undulosa (Smith et al. 1919) Dye 1978"" ""NCPPB 2825"""
NCPPB 2826,ncppb_number,NCPPB 2826
NCPPB 2826,ncppb_number_compact,NCPPB2826
NCPPB 2826,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2826"
NCPPB 2826,current_name_plus_number,"""Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995"" ""NCPPB 2826"""
NCPPB 2826,received_name_plus_number,"""Xanthomonas translucens f.sp . undulosa Smith et al. 1919"" ""NCPPB 2826"""
NCPPB 2826,alternative_name_plus_number,"""Xanthomonas campestris pv. undulosa (Smith et al. 1919) Dye 1978"" ""NCPPB 2826"""
NCPPB 2827,ncppb_number,NCPPB 2827
NCPPB 2827,ncppb_number_compact,NCPPB2827
NCPPB 2827,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2827"
NCPPB 2827,current_name_plus_number,"""Xanthomonas cerealis pv. cerealis Tambong et al. 2024"" ""NCPPB 2827"""
NCPPB 2827,received_name_plus_number,"""Xanthomonas translucens f.sp cerealis Hagborg 1942"" ""NCPPB 2827"""
NCPPB 2827,alternative_name_plus_number,"""Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978"" ""NCPPB 2827"""
NCPPB 2828,ncppb_number,NCPPB 2828
NCPPB 2828,ncppb_number_compact,NCPPB2828
NCPPB 2828,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2828"
NCPPB 2828,current_name_plus_number,"""Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995"" ""NCPPB 2828"""
NCPPB 2828,received_name_plus_number,"""Xanthomonas translucens f.sp . undulosa Smith et al"" ""NCPPB 2828"""
NCPPB 2828,alternative_name_plus_number,"""Xanthomonas campestris pv. undulosa (Smith et al. 1919) Dye 1978"" ""NCPPB 2828"""
NCPPB 2829,ncppb_number,NCPPB 2829
NCPPB 2829,ncppb_number_compact,NCPPB2829
NCPPB 2829,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2829"
NCPPB 2829,current_name_plus_number,"""Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995"" ""NCPPB 2829"""
NCPPB 2829,received_name_plus_number,"""X. translucens f. sp. hordei-avenae"" ""NCPPB 2829"""
NCPPB 2829,alternative_name_plus_number,"""Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978"" ""NCPPB 2829"""
NCPPB 2831,ncppb_number,NCPPB 2831
NCPPB 2831,ncppb_number_compact,NCPPB2831
NCPPB 2831,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2831"
NCPPB 2831,current_name_plus_number,"""Xanthomonas cerealis pv. cerealis Tambong et al. 2024"" ""NCPPB 2831"""
NCPPB 2831,received_name_plus_number,"""Xanthomonas translucens f.sp cerealis Hagborg 1942"" ""NCPPB 2831"""
NCPPB 2831,alternative_name_plus_number,"""Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978"" ""NCPPB 2831"""
NCPPB 2832,ncppb_number,NCPPB 2832
NCPPB 2832,ncppb_number_compact,NCPPB2832
NCPPB 2832,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2832"
NCPPB 2832,current_name_plus_number,"""Xanthomonas citri pv. aracearum (Berniac 1974) Constantin et al. 2016 comb. nov."" ""NCPPB 2832"""
NCPPB 2832,other_collection_number,ICMP 5381
NCPPB 2832,other_collection_number,LMG 532
NCPPB 2834,ncppb_number,NCPPB 2834
NCPPB 2834,ncppb_number_compact,NCPPB2834
NCPPB 2834,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2834"
NCPPB 2834,current_name_plus_number,"""Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov."" ""NCPPB 2834"""
NCPPB 2834,received_name_plus_number,"""Xanthomonas malvacearum (Smith 1901) Dowson 1939"" ""NCPPB 2834"""
NCPPB 2834,alternative_name_plus_number,"""Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978"" ""NCPPB 2834"""
NCPPB 2835,ncppb_number,NCPPB 2835
NCPPB 2835,ncppb_number_compact,NCPPB2835
NCPPB 2835,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2835"
NCPPB 2835,current_name_plus_number,"""Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov."" ""NCPPB 2835"""
NCPPB 2835,received_name_plus_number,"""Xanthomonas malvacearum (Smith 1901) Dowson 1939"" ""NCPPB 2835"""
NCPPB 2835,alternative_name_plus_number,"""Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978"" ""NCPPB 2835"""
NCPPB 2836,ncppb_number,NCPPB 2836
NCPPB 2836,ncppb_number_compact,NCPPB2836
NCPPB 2836,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2836"
NCPPB 2836,current_name_plus_number,"""Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov."" ""NCPPB 2836"""
NCPPB 2836,received_name_plus_number,"""Xanthomonas malvacearum (Smith 1901) Dowson 1939"" ""NCPPB 2836"""
NCPPB 2836,alternative_name_plus_number,"""Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978"" ""NCPPB 2836"""
NCPPB 2837,ncppb_number,NCPPB 2837
NCPPB 2837,ncppb_number_compact,NCPPB2837
NCPPB 2837,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2837"
NCPPB 2837,current_name_plus_number,"""Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov."" ""NCPPB 2837"""
NCPPB 2837,received_name_plus_number,"""Xanthomonas malvacearum (Smith 1901) Dowson 1939"" ""NCPPB 2837"""
NCPPB 2837,alternative_name_plus_number,"""Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978"" ""NCPPB 2837"""
NCPPB 2838,ncppb_number,NCPPB 2838
NCPPB 2838,ncppb_number_compact,NCPPB2838
NCPPB 2838,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2838"
NCPPB 2838,current_name_plus_number,"""Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov."" ""NCPPB 2838"""
NCPPB 2838,received_name_plus_number,"""Xanthomonas malvacearum (Smith 1901) Dowson 1939"" ""NCPPB 2838"""
NCPPB 2838,alternative_name_plus_number,"""Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978"" ""NCPPB 2838"""
NCPPB 2839,ncppb_number,NCPPB 2839
NCPPB 2839,ncppb_number_compact,NCPPB2839
NCPPB 2839,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2839"
NCPPB 2839,current_name_plus_number,"""Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov."" ""NCPPB 2839"""
NCPPB 2839,received_name_plus_number,"""Xanthomonas malvacearum (Smith 1901) Dowson 1939"" ""NCPPB 2839"""
NCPPB 2839,alternative_name_plus_number,"""Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978"" ""NCPPB 2839"""
NCPPB 2840,ncppb_number,NCPPB 2840
NCPPB 2840,ncppb_number_compact,NCPPB2840
NCPPB 2840,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2840"
NCPPB 2840,current_name_plus_number,"""Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov."" ""NCPPB 2840"""
NCPPB 2840,received_name_plus_number,"""Xanthomonas malvacearum (Smith 1901) Dowson 1939"" ""NCPPB 2840"""
NCPPB 2840,alternative_name_plus_number,"""Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978"" ""NCPPB 2840"""
NCPPB 2856,ncppb_number,NCPPB 2856
NCPPB 2856,ncppb_number_compact,NCPPB2856
NCPPB 2856,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2856"
NCPPB 2856,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 2856"""
NCPPB 2856,alternative_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995"" ""NCPPB 2856"""
NCPPB 2857,ncppb_number,NCPPB 2857
NCPPB 2857,ncppb_number_compact,NCPPB2857
NCPPB 2857,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2857"
NCPPB 2857,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 2857"""
NCPPB 2857,received_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939"" ""NCPPB 2857"""
NCPPB 2859,ncppb_number,NCPPB 2859
NCPPB 2859,ncppb_number_compact,NCPPB2859
NCPPB 2859,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2859"
NCPPB 2859,current_name_plus_number,"""Stenotrophomonas sp."" ""NCPPB 2859"""
NCPPB 2859,received_name_plus_number,"""Xanthomonas corylina"" ""NCPPB 2859"""
NCPPB 2859,alternative_name_plus_number,"""Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978"" ""NCPPB 2859"""
NCPPB 2864,ncppb_number,NCPPB 2864
NCPPB 2864,ncppb_number_compact,NCPPB2864
NCPPB 2864,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2864"
NCPPB 2864,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 2864"""
NCPPB 2864,alternative_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995"" ""NCPPB 2864"""
NCPPB 2865,ncppb_number,NCPPB 2865
NCPPB 2865,ncppb_number_compact,NCPPB2865
NCPPB 2865,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2865"
NCPPB 2865,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 2865"""
NCPPB 2865,alternative_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995"" ""NCPPB 2865"""
NCPPB 2866,ncppb_number,NCPPB 2866
NCPPB 2866,ncppb_number_compact,NCPPB2866
NCPPB 2866,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2866"
NCPPB 2866,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 2866"""
NCPPB 2866,alternative_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995"" ""NCPPB 2866"""
NCPPB 2876,ncppb_number,NCPPB 2876
NCPPB 2876,ncppb_number_compact,NCPPB2876
NCPPB 2876,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2876"
NCPPB 2876,current_name_plus_number,"""Xanthomonas campestris pv. cannabis Severin 1978"" ""NCPPB 2876"""
NCPPB 2877,ncppb_number,NCPPB 2877
NCPPB 2877,ncppb_number_compact,NCPPB2877
NCPPB 2877,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2877"
NCPPB 2877,current_name_plus_number,"""Xanthomonas campestris pv. cannabis Severin 1978"" ""NCPPB 2877"""
NCPPB 2877,other_collection_number,ICMP 6570
NCPPB 2877,other_collection_number,LMG 9042
NCPPB 2877,other_collection_number,CCUG 28779
NCPPB 2877,other_collection_number,DSMZ 44278
NCPPB 2877,other_collection_number,ATCC 49725
NCPPB 2879,ncppb_number,NCPPB 2879
NCPPB 2879,ncppb_number_compact,NCPPB2879
NCPPB 2879,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2879"
NCPPB 2879,current_name_plus_number,"""Xanthomonas campestris pv. cannabis Severin 1978"" ""NCPPB 2879"""
NCPPB 2885,ncppb_number,NCPPB 2885
NCPPB 2885,ncppb_number_compact,NCPPB2885
NCPPB 2885,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2885"
NCPPB 2885,current_name_plus_number,"""Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov."" ""NCPPB 2885"""
NCPPB 2885,received_name_plus_number,"""Xanthomonas campestris pv. mangiferaeindicae (Patel et al. 1948) Robbs, Ribeiro & Kimura 1974"" ""NCPPB 2885"""
NCPPB 2894,ncppb_number,NCPPB 2894
NCPPB 2894,ncppb_number_compact,NCPPB2894
NCPPB 2894,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2894"
NCPPB 2894,current_name_plus_number,"""Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov."" ""NCPPB 2894"""
NCPPB 2894,received_name_plus_number,"""Xanthomonas alfalfae"" ""NCPPB 2894"""
NCPPB 2894,alternative_name_plus_number,"""Xanthomonas campestris pv. alfalfae (Riker et al. 1935) Dye 1978"" ""NCPPB 2894"""
NCPPB 2896,ncppb_number,NCPPB 2896
NCPPB 2896,ncppb_number_compact,NCPPB2896
NCPPB 2896,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2896"
NCPPB 2896,current_name_plus_number,"""Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995"" ""NCPPB 2896"""
NCPPB 2896,received_name_plus_number,"""Xanthomonas corylina"" ""NCPPB 2896"""
NCPPB 2896,alternative_name_plus_number,"""Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978"" ""NCPPB 2896"""
NCPPB 2898,ncppb_number,NCPPB 2898
NCPPB 2898,ncppb_number_compact,NCPPB2898
NCPPB 2898,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2898"
NCPPB 2898,current_name_plus_number,"""Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995"" ""NCPPB 2898"""
NCPPB 2898,received_name_plus_number,"""Xanthomonas corylina"" ""NCPPB 2898"""
NCPPB 2898,alternative_name_plus_number,"""Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978"" ""NCPPB 2898"""
NCPPB 2898,other_collection_number,ICMP 7080
NCPPB 2904,ncppb_number,NCPPB 2904
NCPPB 2904,ncppb_number_compact,NCPPB2904
NCPPB 2904,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2904"
NCPPB 2904,current_name_plus_number,"""Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995"" ""NCPPB 2904"""
NCPPB 2904,received_name_plus_number,"""Xanthomonas translucens Jones et al. 1917"" ""NCPPB 2904"""
NCPPB 2904,alternative_name_plus_number,"""Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978"" ""NCPPB 2904"""
NCPPB 2910,ncppb_number,NCPPB 2910
NCPPB 2910,ncppb_number_compact,NCPPB2910
NCPPB 2910,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2910"
NCPPB 2910,current_name_plus_number,"""Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov."" ""NCPPB 2910"""
NCPPB 2910,received_name_plus_number,"""Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946"" ""NCPPB 2910"""
NCPPB 2910,alternative_name_plus_number,"""Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978"" ""NCPPB 2910"""
NCPPB 2914,ncppb_number,NCPPB 2914
NCPPB 2914,ncppb_number_compact,NCPPB2914
NCPPB 2914,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2914"
NCPPB 2914,current_name_plus_number,"""Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov"" ""NCPPB 2914"""
NCPPB 2914,received_name_plus_number,"""Xanthomonas phaseoli f.sp .rhynchosiae Sabet et al. 1969"" ""NCPPB 2914"""
NCPPB 2914,alternative_name_plus_number,"""Xanthomonas campestris pv. rhynchosiae (Sabet et al. 1969) Dye 1978"" ""NCPPB 2914"""
NCPPB 2918,ncppb_number,NCPPB 2918
NCPPB 2918,ncppb_number_compact,NCPPB2918
NCPPB 2918,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2918"
NCPPB 2918,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 2918"""
NCPPB 2918,alternative_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995"" ""NCPPB 2918"""
NCPPB 2919,ncppb_number,NCPPB 2919
NCPPB 2919,ncppb_number_compact,NCPPB2919
NCPPB 2919,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2919"
NCPPB 2919,current_name_plus_number,"""Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov."" ""NCPPB 2919"""
NCPPB 2919,received_name_plus_number,"""Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946"" ""NCPPB 2919"""
NCPPB 2919,alternative_name_plus_number,"""Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978"" ""NCPPB 2919"""
NCPPB 2920,ncppb_number,NCPPB 2920
NCPPB 2920,ncppb_number_compact,NCPPB2920
NCPPB 2920,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2920"
NCPPB 2920,current_name_plus_number,"""Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995"" ""NCPPB 2920"""
NCPPB 2920,received_name_plus_number,"""Xanthomonas translucens Jones et al. 1917"" ""NCPPB 2920"""
NCPPB 2920,alternative_name_plus_number,"""Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978"" ""NCPPB 2920"""
NCPPB 2921,ncppb_number,NCPPB 2921
NCPPB 2921,ncppb_number_compact,NCPPB2921
NCPPB 2921,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2921"
NCPPB 2921,current_name_plus_number,"""Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990"" ""NCPPB 2921"""
NCPPB 2921,received_name_plus_number,"""Xanthomonas oryzicola Fang et al. 1957"" ""NCPPB 2921"""
NCPPB 2921,alternative_name_plus_number,"""Xanthomonas campestris pv. oryzicola (Fang et al. 1957) Dye 1978"" ""NCPPB 2921"""
NCPPB 2922,ncppb_number,NCPPB 2922
NCPPB 2922,ncppb_number_compact,NCPPB2922
NCPPB 2922,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2922"
NCPPB 2922,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 2922"""
NCPPB 2922,received_name_plus_number,"""Xanthomonas sp."" ""NCPPB 2922"""
NCPPB 2925,ncppb_number,NCPPB 2925
NCPPB 2925,ncppb_number_compact,NCPPB2925
NCPPB 2925,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2925"
NCPPB 2925,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 2925"""
NCPPB 2925,alternative_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995"" ""NCPPB 2925"""
NCPPB 2927,ncppb_number,NCPPB 2927
NCPPB 2927,ncppb_number_compact,NCPPB2927
NCPPB 2927,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 2927"
