ncppb_number,term_type,search_term
NCPPB 922,current_name_plus_number,"""Xanthomonas albilineans (Ashby 1929) Dowson 1943"" ""NCPPB 922"""
NCPPB 922,received_name_plus_number,"""Xanthomonas albilineans"" ""NCPPB 922"""
NCPPB 923,ncppb_number,NCPPB 923
NCPPB 923,ncppb_number_compact,NCPPB923
NCPPB 923,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 923"
NCPPB 923,current_name_plus_number,"""Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995"" ""NCPPB 923"""
NCPPB 923,received_name_plus_number,"""Xanthomonas pruni"" ""NCPPB 923"""
NCPPB 923,alternative_name_plus_number,"""Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978"" ""NCPPB 923"""
NCPPB 924,ncppb_number,NCPPB 924
NCPPB 924,ncppb_number_compact,NCPPB924
NCPPB 924,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 924"
NCPPB 924,current_name_plus_number,"""Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995"" ""NCPPB 924"""
NCPPB 924,received_name_plus_number,"""Xanthomonas pruni"" ""NCPPB 924"""
NCPPB 924,alternative_name_plus_number,"""Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978"" ""NCPPB 924"""
NCPPB 926,ncppb_number,NCPPB 926
NCPPB 926,ncppb_number_compact,NCPPB926
NCPPB 926,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 926"
NCPPB 926,current_name_plus_number,"""Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995"" ""NCPPB 926"""
NCPPB 926,received_name_plus_number,"""Xanthomonas pruni"" ""NCPPB 926"""
NCPPB 926,alternative_name_plus_number,"""Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978"" ""NCPPB 926"""
NCPPB 935,ncppb_number,NCPPB 935
NCPPB 935,ncppb_number_compact,NCPPB935
NCPPB 935,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 935"
NCPPB 935,current_name_plus_number,"""Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995"" ""NCPPB 935"""
NCPPB 935,received_name_plus_number,"""Xanthomonas corylina"" ""NCPPB 935"""
NCPPB 935,alternative_name_plus_number,"""Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978"" ""NCPPB 935"""
NCPPB 935,other_collection_number,ATCC 19313
NCPPB 935,other_collection_number,ICMP 5726
NCPPB 935,other_collection_number,LMG 689
NCPPB 935,other_collection_number,CFBP 1159
NCPPB 936,ncppb_number,NCPPB 936
NCPPB 936,ncppb_number_compact,NCPPB936
NCPPB 936,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 936"
NCPPB 936,current_name_plus_number,"""Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995"" ""NCPPB 936"""
NCPPB 936,received_name_plus_number,"""Xanthomonas vesicatoria (Doidge 1920) Dowson 1939"" ""NCPPB 936"""
NCPPB 937,ncppb_number,NCPPB 937
NCPPB 937,ncppb_number_compact,NCPPB937
NCPPB 937,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 937"
NCPPB 937,current_name_plus_number,"""Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978"" ""NCPPB 937"""
NCPPB 937,received_name_plus_number,"""Xanthomonas incanae (Kendrick & Baker 1942) Starr & Weiss 1943"" ""NCPPB 937"""
NCPPB 937,other_collection_number,ATCC 13462
NCPPB 937,other_collection_number,ICMP 574
NCPPB 938,ncppb_number,NCPPB 938
NCPPB 938,ncppb_number_compact,NCPPB938
NCPPB 938,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 938"
NCPPB 938,current_name_plus_number,"""Xanthomonas axonopodis pv. lespedezae (Ayers et al. 1939) Vauterin et al. 1995"" ""NCPPB 938"""
NCPPB 938,received_name_plus_number,"""Xanthomonas lespedezae Ayers et al. 1939"" ""NCPPB 938"""
NCPPB 938,alternative_name_plus_number,"""Xanthomonas campestris pv. lespedezae (Ayers et al. 1939) Dye 1978"" ""NCPPB 938"""
NCPPB 939,ncppb_number,NCPPB 939
NCPPB 939,ncppb_number_compact,NCPPB939
NCPPB 939,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 939"
NCPPB 939,current_name_plus_number,"""Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995"" ""NCPPB 939"""
NCPPB 939,received_name_plus_number,"""Xanthomonas hederae"" ""NCPPB 939"""
NCPPB 939,alternative_name_plus_number,"""Xanthomonas campestris pv. hederae (Arnaud 1920) Dye 1978"" ""NCPPB 939"""
NCPPB 939,other_collection_number,ICMP 453
NCPPB 939,other_collection_number,LMG 733
NCPPB 939,other_collection_number,DSM 19143
NCPPB 940,ncppb_number,NCPPB 940
NCPPB 940,ncppb_number_compact,NCPPB940
NCPPB 940,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 940"
NCPPB 940,current_name_plus_number,"""Xanthomonas hortorum pv. taraxaci (Niederhauser 1943)Vauterin et al.1995"" ""NCPPB 940"""
NCPPB 940,received_name_plus_number,"""Xanthomonas taraxaci"" ""NCPPB 940"""
NCPPB 940,alternative_name_plus_number,"""Xanthomonas campestris pv. taraxaci (Niederhauser 1943) Dye 1978"" ""NCPPB 940"""
NCPPB 940,other_collection_number,ATCC 19318
NCPPB 940,other_collection_number,ICMP 579
NCPPB 941,ncppb_number,NCPPB 941
NCPPB 941,ncppb_number_compact,NCPPB941
NCPPB 941,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 941"
NCPPB 941,current_name_plus_number,"""Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov."" ""NCPPB 941"""
NCPPB 941,received_name_plus_number,"""Xanthomonas vesicatoria (Doidge 1920) Dowson 1939"" ""NCPPB 941"""
NCPPB 941,alternative_name_plus_number,"""Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978"" ""NCPPB 941"""
NCPPB 941,other_collection_number,ICMP 102
NCPPB 941,other_collection_number,LMG 922
NCPPB 942,ncppb_number,NCPPB 942
NCPPB 942,ncppb_number_compact,NCPPB942
NCPPB 942,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 942"
NCPPB 942,current_name_plus_number,"""Xanthomonas campestris pv. barbareae (Burkholder 1941) Dye 1978"" ""NCPPB 942"""
NCPPB 942,received_name_plus_number,"""Xanthomonas barbareae Burkholder 1941"" ""NCPPB 942"""
NCPPB 969,ncppb_number,NCPPB 969
NCPPB 969,ncppb_number_compact,NCPPB969
NCPPB 969,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 969"
NCPPB 969,current_name_plus_number,"""Xanthomonas hortorum pv. vitians Morinière et al. 2020"" ""NCPPB 969"""
NCPPB 969,received_name_plus_number,"""X. lactucae."" ""NCPPB 969"""
NCPPB 969,alternative_name_plus_number,"""Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978"" ""NCPPB 969"""
NCPPB 970,ncppb_number,NCPPB 970
NCPPB 970,ncppb_number_compact,NCPPB970
NCPPB 970,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 970"
NCPPB 970,current_name_plus_number,"""Xanthomonas hortorum pv. vitians Morinière et al. 2020"" ""NCPPB 970"""
NCPPB 970,received_name_plus_number,"""X. lactucaescariolae"" ""NCPPB 970"""
NCPPB 970,alternative_name_plus_number,"""Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978"" ""NCPPB 970"""
NCPPB 971,ncppb_number,NCPPB 971
NCPPB 971,ncppb_number_compact,NCPPB971
NCPPB 971,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 971"
NCPPB 971,current_name_plus_number,"""Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995"" ""NCPPB 971"""
NCPPB 971,received_name_plus_number,"""Xanthomonas maculifoliigardeniae Ark & Barrett 1946"" ""NCPPB 971"""
NCPPB 971,alternative_name_plus_number,"""Xanthomonas campestris pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978"" ""NCPPB 971"""
NCPPB 971,other_collection_number,ICMP 318
NCPPB 971,other_collection_number,LMG 758
NCPPB 972,ncppb_number,NCPPB 972
NCPPB 972,ncppb_number_compact,NCPPB972
NCPPB 972,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 972"
NCPPB 972,current_name_plus_number,"""Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995"" ""NCPPB 972"""
NCPPB 972,received_name_plus_number,"""Xanthomonas maculifoliigardeniae Ark & Barrett 1946"" ""NCPPB 972"""
NCPPB 972,alternative_name_plus_number,"""Xanthomonas campestris pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978"" ""NCPPB 972"""
NCPPB 973,ncppb_number,NCPPB 973
NCPPB 973,ncppb_number_compact,NCPPB973
NCPPB 973,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 973"
NCPPB 973,current_name_plus_number,"""Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995"" ""NCPPB 973"""
NCPPB 973,received_name_plus_number,"""Xanthomonas translucens Jones et al. 1917"" ""NCPPB 973"""
NCPPB 973,alternative_name_plus_number,"""Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978"" ""NCPPB 973"""
NCPPB 973,other_collection_number,ATCC 19319
NCPPB 973,other_collection_number,ICMP 5752
NCPPB 973,other_collection_number,LMG 876
NCPPB 973,other_collection_number,DSM 18974
NCPPB 973,other_collection_number,CFBP 1155
NCPPB 974,ncppb_number,NCPPB 974
NCPPB 974,ncppb_number_compact,NCPPB974
NCPPB 974,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 974"
NCPPB 974,current_name_plus_number,"""Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995"" ""NCPPB 974"""
NCPPB 974,received_name_plus_number,"""Xanthomonas translucens Jones et al. 1917"" ""NCPPB 974"""
NCPPB 974,alternative_name_plus_number,"""Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978"" ""NCPPB 974"""
NCPPB 975,ncppb_number,NCPPB 975
NCPPB 975,ncppb_number_compact,NCPPB975
NCPPB 975,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 975"
NCPPB 975,current_name_plus_number,"""Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995"" ""NCPPB 975"""
NCPPB 975,received_name_plus_number,"""Xanthomonas vesicatoria (Doidge 1920) Dowson 1939"" ""NCPPB 975"""
NCPPB 976,ncppb_number,NCPPB 976
NCPPB 976,ncppb_number_compact,NCPPB976
NCPPB 976,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 976"
NCPPB 976,current_name_plus_number,"""Xanthomonas citri (ex Hasse 1915) Gabriel et al. 1989"" ""NCPPB 976"""
NCPPB 976,received_name_plus_number,"""Xanthomonas vitians (Brown 1918) Dowson 1943"" ""NCPPB 976"""
NCPPB 976,alternative_name_plus_number,"""Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978"" ""NCPPB 976"""
NCPPB 976,other_collection_number,ATCC 19320
NCPPB 976,other_collection_number,ICMP 336
NCPPB 976,other_collection_number,LMG 937
NCPPB 976,other_collection_number,CFBP 2538
NCPPB 983,ncppb_number,NCPPB 983
NCPPB 983,ncppb_number_compact,NCPPB983
NCPPB 983,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 983"
NCPPB 983,current_name_plus_number,"""Xanthomonas campestris pv. barbareae (Burkholder 1941) Dye 1978"" ""NCPPB 983"""
NCPPB 983,received_name_plus_number,"""Xanthomonas barbareae Burkholder 1941"" ""NCPPB 983"""
NCPPB 983,other_collection_number,ATCC 13460
NCPPB 983,other_collection_number,ICMP 437
NCPPB 984,ncppb_number,NCPPB 984
NCPPB 984,ncppb_number_compact,NCPPB984
NCPPB 984,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 984"
NCPPB 984,current_name_plus_number,"""Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995"" ""NCPPB 984"""
NCPPB 984,received_name_plus_number,"""Xanthomonas corylina"" ""NCPPB 984"""
NCPPB 984,alternative_name_plus_number,"""Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978"" ""NCPPB 984"""
NCPPB 985,ncppb_number,NCPPB 985
NCPPB 985,ncppb_number_compact,NCPPB985
NCPPB 985,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 985"
NCPPB 985,current_name_plus_number,"""Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov."" ""NCPPB 985"""
NCPPB 985,received_name_plus_number,"""Xanthomonas dieffenbachiae McCulloch & Pirone 1939"" ""NCPPB 985"""
NCPPB 985,alternative_name_plus_number,"""Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978"" ""NCPPB 985"""
NCPPB 985,other_collection_number,ATCC 23379
NCPPB 985,other_collection_number,LMG 7399
NCPPB 985,other_collection_number,CFBP 7666
NCPPB 986,ncppb_number,NCPPB 986
NCPPB 986,ncppb_number_compact,NCPPB986
NCPPB 986,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 986"
NCPPB 986,current_name_plus_number,"""Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov."" ""NCPPB 986"""
NCPPB 986,received_name_plus_number,"""Xanthomonas dieffenbachiae McCulloch & Pirone 1939"" ""NCPPB 986"""
NCPPB 986,alternative_name_plus_number,"""Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978"" ""NCPPB 986"""
NCPPB 987,ncppb_number,NCPPB 987
NCPPB 987,ncppb_number_compact,NCPPB987
NCPPB 987,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 987"
NCPPB 987,current_name_plus_number,"""Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995"" ""NCPPB 987"""
NCPPB 987,received_name_plus_number,"""Xanthomonas hederae"" ""NCPPB 987"""
NCPPB 987,alternative_name_plus_number,"""Xanthomonas campestris pv. hederae (Arnaud 1920) Dye 1978"" ""NCPPB 987"""
NCPPB 987,other_collection_number,ATCC 9653
NCPPB 987,other_collection_number,LMG 7411
NCPPB 987,other_collection_number,ICMP 454
NCPPB 989,ncppb_number,NCPPB 989
NCPPB 989,ncppb_number_compact,NCPPB989
NCPPB 989,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 989"
NCPPB 989,current_name_plus_number,"""Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995"" ""NCPPB 989"""
NCPPB 989,received_name_plus_number,"""Xanthomonas holcicola Elliott 1930"" ""NCPPB 989"""
NCPPB 989,alternative_name_plus_number,"""Xanthomonas campestris pv. holcicola (Elliott 1930) Dye 1978"" ""NCPPB 989"""
NCPPB 989,other_collection_number,ATCC 13461
NCPPB 989,other_collection_number,ICMP 451
NCPPB 989,other_collection_number,LMG 7416
NCPPB 990,ncppb_number,NCPPB 990
NCPPB 990,ncppb_number_compact,NCPPB990
NCPPB 990,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 990"
NCPPB 990,current_name_plus_number,"""Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978"" ""NCPPB 990"""
NCPPB 990,received_name_plus_number,"""Xanthomonas incanae (Kendrick & Baker 1942) Starr & Weiss 1943"" ""NCPPB 990"""
NCPPB 993,ncppb_number,NCPPB 993
NCPPB 993,ncppb_number_compact,NCPPB993
NCPPB 993,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 993"
NCPPB 993,current_name_plus_number,"""Xanthomonas axonopodis pv. lespedezae (Ayers et al. 1939) Vauterin et al. 1995"" ""NCPPB 993"""
NCPPB 993,received_name_plus_number,"""Xanthomonas lespedezae Ayers et al. 1939"" ""NCPPB 993"""
NCPPB 993,alternative_name_plus_number,"""Xanthomonas campestris pv. lespedezae (Ayers et al. 1939) Dye 1978"" ""NCPPB 993"""
NCPPB 993,other_collection_number,ATCC 13463
NCPPB 993,other_collection_number,ICMP 439
NCPPB 993,other_collection_number,LMG 757
NCPPB 994,ncppb_number,NCPPB 994
NCPPB 994,ncppb_number_compact,NCPPB994
NCPPB 994,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 994"
NCPPB 994,current_name_plus_number,"""Xanthomonas axonopodis pv. melhusii (Patel et al. 1952) Vauterin et al. 1995"" ""NCPPB 994"""
NCPPB 994,received_name_plus_number,"""Xanthomonas melhusii Patel et al. 1952"" ""NCPPB 994"""
NCPPB 994,alternative_name_plus_number,"""Xanthomonas campestris pv. melhusii (Patel et al. 1952) Dye 1978"" ""NCPPB 994"""
NCPPB 994,other_collection_number,ATCC 11644
NCPPB 994,other_collection_number,ICMP 619
NCPPB 994,other_collection_number,LMG 9050
NCPPB 1009,ncppb_number,NCPPB 1009
NCPPB 1009,ncppb_number_compact,NCPPB1009
NCPPB 1009,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 1009"
NCPPB 1009,current_name_plus_number,"""Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978"" ""NCPPB 1009"""
NCPPB 1009,other_collection_number,ICMP 1623
NCPPB 1014,ncppb_number,NCPPB 1014
NCPPB 1014,ncppb_number_compact,NCPPB1014
NCPPB 1014,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 1014"
NCPPB 1014,current_name_plus_number,"""Xanthomonas campestris pv. vitiswoodrowii (Patel & Kulkarni 1951) Dye 1978"" ""NCPPB 1014"""
NCPPB 1014,other_collection_number,ATCC 11636
NCPPB 1014,other_collection_number,ICMP 3965
NCPPB 1014,other_collection_number,LMG 954
NCPPB 1025,ncppb_number,NCPPB 1025
NCPPB 1025,ncppb_number_compact,NCPPB1025
NCPPB 1025,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 1025"
NCPPB 1025,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 1025"""
NCPPB 1025,received_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939"" ""NCPPB 1025"""
NCPPB 1043,ncppb_number,NCPPB 1043
NCPPB 1043,ncppb_number_compact,NCPPB1043
NCPPB 1043,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 1043"
NCPPB 1043,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 1043"""
NCPPB 1043,received_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939"" ""NCPPB 1043"""
NCPPB 1046,ncppb_number,NCPPB 1046
NCPPB 1046,ncppb_number_compact,NCPPB1046
NCPPB 1046,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 1046"
NCPPB 1046,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 1046"""
NCPPB 1046,alternative_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995"" ""NCPPB 1046"""
NCPPB 1048,ncppb_number,NCPPB 1048
NCPPB 1048,ncppb_number_compact,NCPPB1048
NCPPB 1048,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 1048"
NCPPB 1048,current_name_plus_number,"""Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov."" ""NCPPB 1048"""
NCPPB 1048,received_name_plus_number,"""Xanthomonas malvacearum (Smith 1901) Dowson 1939"" ""NCPPB 1048"""
NCPPB 1048,alternative_name_plus_number,"""Xanthomonas campestris pv. malvacearum (Smith 1901) Dye 1978"" ""NCPPB 1048"""
NCPPB 1050,ncppb_number,NCPPB 1050
NCPPB 1050,ncppb_number_compact,NCPPB1050
NCPPB 1050,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 1050"
NCPPB 1050,current_name_plus_number,"""Xanthomonas albilineans (Ashby 1929) Dowson 1943"" ""NCPPB 1050"""
NCPPB 1050,received_name_plus_number,"""Xanthomonas albilineans"" ""NCPPB 1050"""
NCPPB 1056,ncppb_number,NCPPB 1056
NCPPB 1056,ncppb_number_compact,NCPPB1056
NCPPB 1056,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 1056"
NCPPB 1056,current_name_plus_number,"""Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov."" ""NCPPB 1056"""
NCPPB 1056,received_name_plus_number,"""Xanthomonas phaseoli (Smith 1897) Dowson 1939"" ""NCPPB 1056"""
NCPPB 1056,alternative_name_plus_number,"""Xanthomonas axonopodis pv. phaseoli (Smith 1897) Vauterin et al.1995 Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978"" ""NCPPB 1056"""
NCPPB 1056,other_collection_number,LMG 7457
NCPPB 1058,ncppb_number,NCPPB 1058
NCPPB 1058,ncppb_number_compact,NCPPB1058
NCPPB 1058,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 1058"
NCPPB 1058,current_name_plus_number,"""Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov."" ""NCPPB 1058"""
NCPPB 1058,received_name_plus_number,"""Xanthomonas phaseoli (Smith 1897) Dowson 1939"" ""NCPPB 1058"""
NCPPB 1058,alternative_name_plus_number,"""Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978"" ""NCPPB 1058"""
NCPPB 1059,ncppb_number,NCPPB 1059
NCPPB 1059,ncppb_number_compact,NCPPB1059
NCPPB 1059,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 1059"
